10,0.556776186,0.556845789,0.55688799,0.556898027,0.55687365,0.556815728,0.556728328,0.556618206,0.556493799,0.556363988,,10,0.55548958,0.555636877,0.555798849,0.55597224,0.556152703,0.556334752,0.556511861,0.556676769,0.556822043,0.556940873,,,GamesBarier,GamesBarier
,,,,,,,,,,,,,,,,,,,,,,,,,14,20
,,,,,,,,,,,,,,,,,,,,,,,,,Days,
2,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,7,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,,2,
1,0.555955944,0.555973211,0.555989556,0.556005018,0.556019641,0.556033471,0.556046555,0.556058938,0.556070666,0.556081781,0.556526383,1,0.5547154,0.554715929,0.554716965,0.554718391,0.554720111,0.554722052,0.554724155,0.554726374,0.554728671,0.554731019,0.555632029,,Power,
2,0.555974758,0.555998186,0.556019874,0.556039831,0.556058093,0.556074718,0.55608978,0.556103362,0.556115556,0.556126456,Min,2,0.554614197,0.554664962,0.554717817,0.554772095,0.554827232,0.554882757,0.554938274,0.554993459,0.555048047,0.555101824,Min,,0.63,
3,0.555943691,0.555967911,0.55599082,0.55601235,0.556032451,0.556051092,0.556068262,0.556083968,0.556098238,0.556111116,0.555943691,3,0.554899689,0.554970654,0.55504231,0.555113765,0.555184266,0.555253196,0.555320056,0.555384458,0.555446109,0.555504803,0.554614197,,,
4,0.556068871,0.556102769,0.556133934,0.556162125,0.556187197,0.556209099,0.556227865,0.556243606,0.556256489,0.55626673,,4,0.554837824,0.554910499,0.554984333,0.555058134,0.555130846,0.555201561,0.555269527,0.555334149,0.555394987,0.555451747,,,,
5,0.556532729,0.556631672,0.556724839,0.556809654,0.556883922,0.556945981,0.556994799,0.557029989,0.557051765,0.557060846,,5,0.555149503,0.555276917,0.55540957,0.555545627,0.555683249,0.555820635,0.555956067,0.556087955,0.55621488,0.556335629,,,,
6,0.556726659,0.556851348,0.556964764,0.557061912,0.557138648,0.557192113,0.557220965,0.557225405,0.557206989,0.557168305,,6,0.555315244,0.555476448,0.555645478,0.555819628,0.555995927,0.55617122,0.556342271,0.556505904,0.556659156,0.556799427,,,,
7,0.556659754,0.556763598,0.556852182,0.556920678,0.556965535,0.556984949,0.556979068,0.55694988,0.556900822,0.556836236,,7,0.555327114,0.555491572,0.555663949,0.555841141,0.556019619,0.556195519,0.55636481,0.556523512,0.556667966,0.556795106,,,,
8,0.556635758,0.556725509,0.556794544,0.556837327,0.556850112,0.556831585,0.556783111,0.556708505,0.556613397,0.556504381,,8,0.555312979,0.555470229,0.555632529,0.555795984,0.555956216,0.556108522,0.55624815,0.556370666,0.55647238,0.556550746,,,,
9,0.556621507,0.556706026,0.556768747,0.556804316,0.556809438,0.556783582,0.556729242,0.556651613,0.556557776,0.556455597,,9,0.555357728,0.555533797,0.55572072,0.555915538,0.556114606,0.556313587,0.556507544,0.556691157,0.556859089,0.557006453,,,,
10,0.556639138,0.556729641,0.556798731,0.556840241,0.556849777,0.556825582,0.556769024,0.556684535,0.556578983,0.556460626,,10,0.555369286,0.555550915,0.555745429,0.555950314,0.556162324,0.556377383,0.556590562,0.556796184,0.556988085,0.557160082,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,8,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,,,
1,0.555799459,0.555811229,0.5558225,0.555833274,0.55584356,0.555853374,0.555862732,0.555871654,0.555880162,0.555888275,0.556402672,1,0.554943376,0.554949794,0.554956029,0.554962061,0.554967877,0.554973472,0.554978846,0.554984002,0.554988944,0.554993681,0.556132996,,,
2,0.555763577,0.555782894,0.555801775,0.555820117,0.555837839,0.555854878,0.55587119,0.555886746,0.555901531,0.55591554,Min,2,0.555003353,0.555088529,0.555173247,0.555256933,0.555339143,0.555419538,0.555497866,0.555573947,0.555647661,0.555718935,Min,,,
3,0.555700235,0.555718859,0.555737983,0.555757426,0.555777001,0.555796523,0.555815816,0.555834721,0.555853099,0.555870835,0.555700235,3,0.555605696,0.555728807,0.555848797,0.555964819,0.556076216,0.556182494,0.556283304,0.556378417,0.556467709,0.556551141,0.554943376,,,
4,0.555825392,0.555857733,0.55589007,0.555921938,0.555952891,0.555982532,0.556010523,0.556036604,0.556060595,0.556082394,,4,0.555470171,0.555587678,0.555700817,0.555808154,0.555908495,0.556000898,0.556084672,0.55615938,0.556224826,0.556281033,,,,
5,0.55631612,0.556421332,0.556525441,0.556625686,0.55671945,0.556804436,0.556878822,0.556941344,0.556991329,0.557028667,,5,0.555676783,0.555836219,0.555995491,0.556152784,0.556306385,0.556454722,0.55659639,0.55673019,0.556855152,0.556970556,,,,
6,0.556530634,0.5566692,0.556802965,0.556926556,0.557034947,0.557123949,0.557190588,0.557233326,0.557252073,0.557248031,,6,0.555760575,0.555935633,0.556110853,0.556283623,0.556451265,0.556611105,0.556760577,0.55689734,0.55701941,0.557125274,,,,
7,0.556475317,0.556596252,0.556708517,0.556806543,0.556885413,0.55694146,0.556972698,0.556979006,0.556962018,0.556924776,,7,0.555803391,0.55598717,0.556171107,0.556351926,0.556526129,0.556690118,0.556840376,0.556973705,0.557087473,0.557179851,,,,
8,0.556455977,0.55656479,0.556659727,0.556734221,0.556782737,0.556801585,0.556789511,0.556747875,0.556680392,0.556592505,,8,0.555774254,0.55594534,0.5561124,0.556271281,0.556417614,0.55654704,0.556655534,0.556739805,0.55679772,0.556828666,,,,
9,0.556447474,0.556553083,0.556644034,0.556713776,0.556756948,0.556770278,0.556753232,0.556708196,0.556640125,0.55655573,,9,0.555804677,0.55598894,0.556173322,0.556354336,0.556528128,0.556690587,0.556837548,0.556965102,0.557069986,0.55714999,,,,
10,0.556467783,0.556580978,0.556680629,0.556759512,0.556811208,0.55683109,0.556817165,0.556770549,0.556695405,0.556598327,,10,0.555808988,0.555995202,0.556182168,0.55636649,0.556544372,0.556711695,0.556864201,0.556997794,0.557108943,0.557195148,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,9,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,,,
1,0.555620921,0.555625762,0.555630638,0.5556355,0.555640315,0.555645056,0.555649703,0.555654243,0.555658667,0.55566297,0.556259037,1,0.555801529,0.555804705,0.555807629,0.555810329,0.555812831,0.555815153,0.555817315,0.555819332,0.555821217,0.555822984,0.557255939,,,
2,0.555502621,0.555515418,0.555529289,0.555544001,0.555559343,0.555575125,0.555591178,0.555607356,0.555623534,0.555639604,Min,2,0.555959591,0.556071442,0.556179541,0.556283662,0.556383686,0.556479574,0.556571348,0.556659072,0.556742846,0.556822793,Min,,,
3,0.555442905,0.555456965,0.555473285,0.555491524,0.55551133,0.555532356,0.555554264,0.555576741,0.555599502,0.555622294,0.555442905,3,0.556959665,0.557158678,0.557352039,0.557539018,0.557719065,0.55789179,0.558056929,0.558214326,0.558363914,0.558505698,0.555801529,,,
4,0.555558701,0.555588931,0.555621726,0.555656407,0.555692277,0.555728652,0.555764895,0.55580044,0.55583481,0.555867624,,4,0.556784548,0.556958597,0.557119998,0.557266957,0.557398057,0.55751227,0.557608976,0.557687948,0.557749346,0.557793676,,,,
5,0.556062856,0.556172295,0.556285646,0.556400197,0.556513165,0.556621865,0.556723865,0.556817125,0.55690008,0.556971687,,5,0.556932091,0.557144346,0.557348714,0.557543049,0.557725422,0.557894163,0.558047899,0.558185598,0.558306589,0.558410578,,,,
6,0.556296273,0.556447312,0.556601172,0.556752616,0.556896216,0.557026795,0.557139862,0.557231971,0.557300956,0.557346,,6,0.55691409,0.55711477,0.557302625,0.557474197,0.557626169,0.557755485,0.557859514,0.55793622,0.557984331,0.558003482,,,,
7,0.556255024,0.556392501,0.556529354,0.556659831,0.556778131,0.556878967,0.55695812,0.557012887,0.557042314,0.557047183,,7,0.55692906,0.557125588,0.557305985,0.557466051,0.557601831,0.557709863,0.557787458,0.557832989,0.557846148,0.557828103,,,,
8,0.556238963,0.556366131,0.556487858,0.556597157,0.55668716,0.556751936,0.556787283,0.556791329,0.556764775,0.556710729,,8,0.55689915,0.557083375,0.55724755,0.557386625,0.55749579,0.557570845,0.557608654,0.557607659,0.557568355,0.557493601,,,,
9,0.556240942,0.556368836,0.556491347,0.556601387,0.556691975,0.556757108,0.556792649,0.556797016,0.556771487,0.556719993,,9,0.556905728,0.557092464,0.55725974,0.557402517,0.557515952,0.557595761,0.55763869,0.557643052,0.557609242,0.557540093,,,,
10,0.556263686,0.556400832,0.556534635,0.556657628,0.556762006,0.556840465,0.556887188,0.556898772,0.556874882,0.556818411,,10,0.556912514,0.557102368,0.55727379,0.557421913,0.55754203,0.557629934,0.557682378,0.557697614,0.557675944,0.557620138,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,10,0.63,0.66,0.69,0.72,0.75,0.78,0.81,0.84,0.87,0.9,Mean,,,
1,0.55541897,0.55541711,0.555415827,0.555415017,0.555414593,0.555414486,0.555414638,0.555415,0.555415534,0.555416206,0.555935668,1,0.556076039,0.556076387,0.556076706,0.556077,0.556077272,0.556077523,0.556077757,0.556077975,0.556078178,0.556078369,0.55774265,,,
2,0.5551192,0.555121403,0.555126291,0.555133496,0.555142676,0.555153522,0.555165751,0.55517911,0.555193373,0.555208343,Min,2,0.557052561,0.557143538,0.557229826,0.557311538,0.557388829,0.557461882,0.557530894,0.557596071,0.557657622,0.557715751,Min,,,
3,0.555139405,0.555151678,0.555167797,0.555187219,0.555209413,0.555233867,0.555260099,0.555287661,0.55531615,0.555345203,0.5551192,3,0.558263142,0.558453871,0.558637944,0.558815071,0.558985077,0.559147882,0.559303474,0.5594519,0.559593253,0.559727659,0.556076039,,,
4,0.555176751,0.555198876,0.555225834,0.555256866,0.555291181,0.555327987,0.555366518,0.555406057,0.555445953,0.555485641,,4,0.557811336,0.557919713,0.558009809,0.558080936,0.55813282,0.558165587,0.558179759,0.558176211,0.558156136,0.558120985,,,,
5,0.555637707,0.555735774,0.555842223,0.555954878,0.556071371,0.556189248,0.55630608,0.556419581,0.556527708,0.55662874,,5,0.557840278,0.55796211,0.558067236,0.558154634,0.558223632,0.558273925,0.558305591,0.558319084,0.558315223,0.558295149,,,,
6,0.555859059,0.556000981,0.556153059,0.556311286,0.556471116,0.55662772,0.55677629,0.556912372,0.557032174,0.557132819,,6,0.557762697,0.557858835,0.557931855,0.557979843,0.558001343,0.557995467,0.557962012,0.557901555,0.557815521,0.557706206,,,,
7,0.555829068,0.555961471,0.556101591,0.556244921,0.556386407,0.556520767,0.556642905,0.556748354,0.556833689,0.556896826,,7,0.557703975,0.55777728,0.557822108,0.557836388,0.557818897,0.557769499,0.557689347,0.557581033,0.557448619,0.557297533,,,,
8,0.555816202,0.555940899,0.556069658,0.556196856,0.556316309,0.556421764,0.556507521,0.55656911,0.556603846,0.556611175,,8,0.557716021,0.557793131,0.55784202,0.557860187,0.55784582,0.557798081,0.557717414,0.557605856,0.557467236,0.557307218,,,,
9,0.555836662,0.555969317,0.556108027,0.556247208,0.556380511,0.556501268,0.556603133,0.556680817,0.556730792,0.556751804,,9,0.55770728,0.55778046,0.557824179,0.557835759,0.557813275,0.557755877,0.557664153,0.557540478,0.557389248,0.557216909,,,,
10,0.555860403,0.556003412,0.556155408,0.556310896,0.556463228,0.556604915,0.556728188,0.556825784,0.556891874,0.556922957,,10,0.557723083,0.557803507,0.55785691,0.557881069,0.557874455,0.557836494,0.557767874,0.557670841,0.557549434,0.557409525,,,,
