Formula for K is C * b ^ games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optimum found at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.9982,0.9982334,0.9982667,0.9983,0.9983334,0.9983667,0.9984,0.9984334,0.9984667,0.9985,0.9985333,0.9985667,0.9986,0.9986333,0.9986667,0.9987,0.9987333,0.9987667,0.9988,0.9988333,0.9988667,0.9989,0.9989333,0.9989667,0.999,0.9990333,0.9990667,0.9991,0.9991333,0.9991667,0.9992,0.9992333,0.9992667,0.9993,0.9993333,0.9993667,0.9994,0.9994333,0.9994667,0.9995,0.9995333,0.9995667,0.9996,0.9996333,0.9996667,0.9997,0.9997333,0.9997667,0.9998,0.9998333,0.9998667,0.9999,0.9999333,0.9999667
,,,,,28,0.5260823,0.5260233,0.525966,0.5259104,0.5258567,0.5258048,0.5257548,0.5257068,0.5256609,0.525617,0.525575334,0.525535808,0.525498532,0.525463559,0.52543094,0.525400725,0.525372964,0.525347705,0.525324994,0.525304876,0.525287394,0.525272591,0.525260506,0.525251177,0.52524464,0.525240929,0.525240075,0.525242108,0.525247055,0.525254941,0.525265789,0.525279619,0.525296448,0.525316292,0.525339164,0.525365075,0.525394031,0.52542604,0.525461104,0.525499225,0.525540401,0.525584629,0.525631905,0.52568222,0.525735566,0.525791932,0.525851304,0.52591367,0.525979013,0.526047316,0.526118561,0.52619273,0.526269801,0.526349755
,,,,,29,0.5258555,0.5258008,0.525748,0.525697,0.5256479,0.5256007,0.5255555,0.5255123,0.5254713,0.5254324,0.525395737,0.525361321,0.525329221,0.525299488,0.525272173,0.525247325,0.52522499,0.525205215,0.525188044,0.525173521,0.525161685,0.525152577,0.525146234,0.525142691,0.525141981,0.525144136,0.525149184,0.525157152,0.525168064,0.525181943,0.525198807,0.525218674,0.525241558,0.525267472,0.525296426,0.525328428,0.525363482,0.525401591,0.525442757,0.525486977,0.525534249,0.525584566,0.525637921,0.525694304,0.525753705,0.52581611,0.525881505,0.525949875,0.526021202,0.526095469,0.526172656,0.526252743,0.52633571,0.526421535
,,,,,30,0.5256546,0.5256043,0.5255558,0.5255092,0.5254646,0.525422,0.5253815,0.5253431,0.5253068,0.5252728,0.525241054,0.525211628,0.525184581,0.525159964,0.525137824,0.52511821,0.525101166,0.525086736,0.525074964,0.525065889,0.52505955,0.525055985,0.525055228,0.525057311,0.525062266,0.525070121,0.525080902,0.525094632,0.525111333,0.525131025,0.525153723,0.525179442,0.525208194,0.525239988,0.525274832,0.52531273,0.525353685,0.525397697,0.525444764,0.525494883,0.525548047,0.525604249,0.525663479,0.525725725,0.525790976,0.525859216,0.525930429,0.526004599,0.526081708,0.526161736,0.526244663,0.52633047,0.526419135,0.526510635
,,,,,31,0.5254771,0.525431,0.5253869,0.5253447,0.5253045,0.5252664,0.5252304,0.5251966,0.525165,0.5251357,0.525108831,0.525084285,0.525062178,0.525042561,0.525025478,0.525010976,0.524999098,0.524989886,0.524983381,0.524979621,0.524978642,0.524980479,0.524985165,0.524992729,0.525003199,0.525016602,0.52503296,0.525052294,0.525074623,0.525099964,0.52512833,0.525159732,0.52519418,0.525231681,0.525272239,0.525315856,0.525362532,0.525412266,0.525465053,0.525520887,0.525579759,0.525641661,0.525706581,0.525774506,0.525845421,0.52591931,0.525996157,0.526075943,0.52615865,0.526244257,0.526332744,0.526424091,0.526518276,0.526615276
,,,,,32,0.5253209,0.525279,0.525239,0.5252011,0.5251652,0.5251315,0.5251,0.5250707,0.5250437,0.5250191,0.524996929,0.524977161,0.524959891,0.524945166,0.524933031,0.52492353,0.524916703,0.524912592,0.524911235,0.524912667,0.524916922,0.524924033,0.52493403,0.52494694,0.524962789,0.524981599,0.525003391,0.525028184,0.525055994,0.525086833,0.525120714,0.525157645,0.525197632,0.525240681,0.525286792,0.525335966,0.5253882,0.525443491,0.525501831,0.525563213,0.525627627,0.525695061,0.525765502,0.525838936,0.525915347,0.525994718,0.526077031,0.526162267,0.526250406,0.526341428,0.526435312,0.526532037,0.526631582,0.526733924
,,,,,33,0.5251839,0.525146,0.5251102,0.5250765,0.5250449,0.5250155,0.5249884,0.5249635,0.5249411,0.524921,0.524903473,0.524888391,0.524875863,0.524865934,0.524858647,0.524854044,0.524852165,0.524853047,0.524856727,0.524863238,0.524872612,0.524884879,0.524900066,0.524918199,0.5249393,0.524963389,0.524990485,0.525020603,0.525053756,0.525089957,0.525129212,0.52517153,0.525216913,0.525265363,0.52531688,0.525371462,0.525429105,0.525489801,0.525553543,0.525620321,0.525690123,0.525762936,0.525838745,0.525917535,0.525999289,0.526083988,0.526171615,0.526262149,0.52635557,0.526451857,0.52655099,0.526652947,0.526757707,0.526865249
,,,,,34,0.5250645,0.5250306,0.5249988,0.5249692,0.5249418,0.5249167,0.5248939,0.5248734,0.5248554,0.5248399,0.524826823,0.524816343,0.52480847,0.524803248,0.524800718,0.52480092,0.524803891,0.524809668,0.524818284,0.52482977,0.524844157,0.524861471,0.524881738,0.524904979,0.524931216,0.524960466,0.524992745,0.525028065,0.525066438,0.525107872,0.525152374,0.525199947,0.525250593,0.525304311,0.525361099,0.525420953,0.525483866,0.525549829,0.525618834,0.525690867,0.525765916,0.525843968,0.525925004,0.52600901,0.526095966,0.526185855,0.526278656,0.52637435,0.526472916,0.526574332,0.526678579,0.526785635,0.526895478,0.527008089
,,,,,35,0.5249611,0.5249312,0.5249034,0.5248778,0.5248546,0.5248336,0.524815,0.5247989,0.5247852,0.5247741,0.524765537,0.524759582,0.524756285,0.524755688,0.524757832,0.524762752,0.524770486,0.524781067,0.524794526,0.524810893,0.524830194,0.524852456,0.524877699,0.524905945,0.52493721,0.524971512,0.525008862,0.525049271,0.525092748,0.525139299,0.525188927,0.525241635,0.525297421,0.525356284,0.525418218,0.525483217,0.525551274,0.525622377,0.525696515,0.525773675,0.525853844,0.525937003,0.526023138,0.526112231,0.526204261,0.526299211,0.526397059,0.526497786,0.526601371,0.526707793,0.52681703,0.526929063,0.52704387,0.527161432
,,,,,36,0.5248724,0.5248463,0.5248225,0.524801,0.5247818,0.5247649,0.5247506,0.5247387,0.5247293,0.5247225,0.524718345,0.524716844,0.524718051,0.524722006,0.524728746,0.524738306,0.524750721,0.524766023,0.524784239,0.524805398,0.524829524,0.52485664,0.524886766,0.524919918,0.524956114,0.524995366,0.525037684,0.525083077,0.525131551,0.525183109,0.525237754,0.525295485,0.525356299,0.525420191,0.525487156,0.525557184,0.525630266,0.525706391,0.525785545,0.525867713,0.52595288,0.52604103,0.526132144,0.526226204,0.52632319,0.526423082,0.526525861,0.526631505,0.526739993,0.526851305,0.526965421,0.527082318,0.527201979,0.527324382
