"�..ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment","CBW","CBL","GBW","GBL","IWW","IWL","SBW","SBL","B365W","B365L","B.WW","B.WL","EXW","EXL","PSW","PSL","WPts","LPts","ATP","UBW","UBL","LBW","LBL","SJW","SJL","MaxW","MaxL","AvgW","AvgL","HeadtoHead","HeadtoHeadMatches","LastHeadtoHead","Winner_retired_last_game","Loser_retired_last_game","Winner_walkover_last_game","Loser_walkover_last_game","NrGames","Winner_fatigue","Loser_fatigue","Country","Winner_home","Loser_home","WinnerisHome","LoserisHome","Winner_games","Loser_games","Uncertainty","Uncertainty2","Winner_rating","Winner_ratingClay","Winner_ratingHard","Winner_ratingGrass","Loser_rating","Loser_ratingClay","Loser_ratingHard","Loser_ratingGrass","Winner_skillBo5","Winner_skillBo3","Loser_skillBo5","Loser_skillBo3","Winner_expectationBasedOnRating","Loser_expectationBasedOnRating","Winner_skillBo5PlusScores","Winner_skillBo3PlusScores","Loser_skillBo5PlusScores","Loser_skillBo3PlusScores","Winner_country","Loser_country"
"11","Rotterdam","ABN AMRO World Tennis Tournament","2/15/2015","ATP500","Indoor","Hard","The Final","3","Wawrinka S.","Berdych T.","8","7","4","6","6","3","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.1","1.72",NA,NA,"2.1","1.7","2.21","1.76","4050","4660",NA,NA,NA,"2","1.8",NA,NA,"2.21","1.83","2.04","1.76","9","11","1","0","0","0","0","29","73.11815632","49.6766573344","Netherlands",NA,NA,0,0,507,668,2.95267453259162e-06,0.0019723865877712,1922.98953753266,1812.85282007801,1874.16809662014,1576.14399710695,1933.00221703808,1756.10985363591,1903.4821324956,1679.58922370022,0.0736157980252469,-0.0736157980252469,0.0651119308706858,-0.0651119308706858,0.485594583686148,0.514405416313852,-0.0210150666146591,0.0210150666146591,-0.00113623262491463,0.00113623262491463,"Switzerland","Czech Republic"
"12","Sao Paulo","Brasil Open","2/9/2015","ATP250","Indoor","Clay","1st Round","3","Cuevas P.","Vesely J.","32","45","6","4","3","6","7","5","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.62","2.2","1.76","2.16","1217","960",NA,NA,NA,"1.57","2.25",NA,NA,"1.77","2.35","1.64","2.19","0","0","0","0","0","0","0","31","0","0","Brazil",NA,NA,0,0,157,44,0.000144759698899826,0.0227272727272727,1640.73707194255,1643.63163097452,1525.45210069499,1490.1149848211,1572.03919768183,1497.11695689576,1528.7265300589,1512.230283668,-0.276610644257703,0.276610644257703,-0.2,0.2,0.597595608439506,0.402404391560494,0.00977598342538455,-0.00977598342538455,0.0739886930403929,-0.0739886930403929,"Uruguay","Czech Republic"
"12","Sao Paulo","Brasil Open","2/9/2015","ATP250","Indoor","Clay","1st Round","3","Ramos-Vinolas A.","Clezar G.","61","223","7","5","7","5","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.36","3",NA,NA,"1.38","2.9","1.43","3.05","780","217",NA,NA,NA,"1.33","3.25",NA,NA,"1.43","3.5","1.36","3.01","0","0","0","0","0","0","0","24","0","0","Brazil",NA,NA,0,0,21,4,0.0119047619047619,0.25,1479.46196839923,1487.47991972002,1469.59584478038,1500,1467.38398034782,1468.74488341828,1500,1500,0,0,0,0,0.517374623609269,0.482625376390731,-0.0981108268102028,0.0981108268102028,-0.604174518784185,0.604174518784185,"Spain","Brasil"
"12","Sao Paulo","Brasil Open","2/9/2015","ATP250","Indoor","Clay","1st Round","3","Almagro N.","Rola B.","82","94","7","6","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.22","4",NA,NA,"1.22","3.8","1.23","4.63","620","572",NA,NA,NA,"1.22","4",NA,NA,"1.27","5","1.21","4.13","0","0","0","0","0","0","0","23","0","0","Brazil",NA,NA,0,0,542,14,0.000131787032156036,0.0714285714285714,1747.02798468505,1759.12580139441,1684.90091813592,1506.90053816738,1475.37327587178,1493.21383770358,1479.4602902692,1482.50731791805,-0.0190274343577064,0.0190274343577064,0.0833333333333333,-0.0833333333333333,0.826893687714687,0.173106312285313,-0.0159289869389576,0.0159289869389576,0.0819850550667343,-0.0819850550667343,"Spain","Slovenia"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Bagnis F.","Delbonis F.","117","62","6","3","2","6","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.62","1.44",NA,NA,"2.7","1.45","3.05","1.43","470","771",NA,NA,NA,"2.75","1.4",NA,NA,"3.05","1.47","2.78","1.41","0","0","0","0","0","0","0","27","0","0","Brazil",NA,NA,0,0,11,79,0.00115074798619102,0.0909090909090909,1487.93417238537,1482.52033041037,1493.77281686651,1500,1518.71343367053,1609.7841846623,1415.90126976048,1469.49202170351,0,0,-0.214788732394366,0.214788732394366,0.455820597601263,0.544179402398737,0.158646461822509,-0.158646461822509,-0.0720544552076373,0.0720544552076373,"Argentina","Argentina"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Schwartzman D.","Lorenzi P.","66","68","7","5","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.7","2.1","1.76","2.16","770","762",NA,NA,NA,"1.57","2.25",NA,NA,"1.77","2.25","1.69","2.11","0","0","0","0","0","0","0","22","0","18.4789533344","Brazil",NA,NA,0,0,15,118,0.000564971751412429,0.0666666666666667,1485.09781446045,1488.3499582648,1495.41290917951,1500,1510.69547801306,1528.09068415068,1450.48164139231,1449.77549527854,0,0,-0.258590564938847,0.258590564938847,0.463228510618734,0.536771489381266,0.173613762885406,-0.173613762885406,0.114035371341281,-0.114035371341281,"Argentina","Italy"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","De Bakker T.","Monaco J.","142","65","6","7","7","6","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.25","1.57",NA,NA,"2.35","1.58","2.4","1.63","369","770",NA,NA,NA,"2.2","1.62",NA,NA,"2.5","1.65","2.3","1.58","0","2","-1","0","0","0","0","36","0","0","Brazil",NA,NA,0,0,108,499,1.85556297780747e-05,0.00925925925925926,1561.70694121921,1553.76157372152,1508.34602871445,1477.66205063418,1649.46822722347,1676.36631034506,1596.15639625922,1480.79484940721,-0.0866192630898513,0.0866192630898513,-0.182133109384841,0.182133109384841,0.376320703830854,0.623679296169146,0.0148040335077684,-0.0148040335077684,-0.00199798490496395,0.00199798490496395,"Netherlands","Italy"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Souza J.","Carreno-Busta P.","110","56","6","2","7","6","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.37","1.53",NA,NA,"2.4","1.52","2.62","1.54","494","841",NA,NA,NA,"2.38","1.53",NA,NA,"2.68","1.57","2.43","1.53","0","0","0","0","0","0","0","21","0","0","Brazil",NA,NA,0,0,47,58,0.000366837857666911,0.0212765957446809,1466.96072151118,1484.28651768356,1468.16750046757,1500,1522.01074509526,1507.13055907222,1485.63946836176,1494.32303961241,0,0,-0.15,0.15,0.421433033846359,0.578566966153641,-0.0190671337164688,0.0190671337164688,0.11163093166531,-0.11163093166531,"Brasil","Spain"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Lajovic D.","Andujar P.","77","48","3","6","6","3","6","2","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.75","1.4",NA,NA,"2.7","1.42","3.15","1.4","666","915",NA,NA,NA,"2.62","1.44",NA,NA,"3.15","1.49","2.71","1.43","-2","2","-1","0","0","0","0","26","29.0351931328","0","Brazil",NA,NA,0,0,50,243,8.23045267489712e-05,0.02,1517.17306460832,1524.27693021049,1475.22544667039,1485.02382885788,1608.7660477905,1647.38000206597,1478.74866963412,1405.56121517322,0.15,-0.15,-0.125541125541126,0.125541125541126,0.37115813783968,0.62884186216032,0.0466426341376587,-0.0466426341376587,0.0273063373614897,-0.0273063373614897,"Serbia","Spain"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Verdasco F.","Gonzalez M.","31","100","6","2","6","3","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.28","3.5",NA,NA,"1.33","3.2","1.33","3.63","1225","564",NA,NA,NA,"1.29","3.5",NA,NA,"1.35","3.77","1.3","3.36","0","0","0","0","0","0","0","17","38.65948368","0","Brazil",NA,NA,0,0,653,72,2.1269355113153e-05,0.0138888888888889,1702.74006362318,1696.85964847807,1637.48397386881,1614.23877183223,1459.87906404173,1512.11160795566,1435.61424174584,1466.53650166639,0.0691548691548692,-0.0691548691548692,-0.0925925925925926,0.0925925925925926,0.801869551053037,0.198130448946963,-0.0154359855654416,0.0154359855654416,0.0706114563442365,-0.0706114563442365,"Spain","Spain"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Giraldo S.","Coppejans K.","33","184","7","5","7","6","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.2","4.33",NA,NA,"1.2","4.3","1.25","4.43","1165","272",NA,NA,NA,"1.22","4",NA,NA,"1.25","4.75","1.2","4.26","0","0","0","0","0","0","0","25","0","0","Brazil",NA,NA,0,0,243,1,0.00411522633744856,1,1587.77038367474,1620.64950347793,1489.0123931811,1487.60472206604,1492.36405271682,1500,1500,1493.17689302164,-0.198701298701299,0.198701298701299,0,0,0.633950658513923,0.366049341486077,0.0324376070156168,-0.0324376070156168,-0.629322947418301,0.629322947418301,"Colombia","Belgium"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Klizan M.","Bellucci T.","38","63","5","7","6","3","7","5","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.25","1.57",NA,NA,"2.2","1.62","2.17","1.76","1105","771",NA,NA,NA,"2.25","1.57",NA,NA,"2.75","1.76","2.21","1.63","1","3","-1","0","0","0","0","33","24.2762221408","27.93557952","Brazil",NA,NA,0,0,117,252,3.39167005833673e-05,0.00854700854700855,1671.1350704163,1616.59737184611,1551.44634942651,1495.34337518566,1602.08388405284,1619.5851142911,1513.45192285745,1506.67210891653,-0.00913043478260872,0.00913043478260872,-0.0877355219049821,0.0877355219049821,0.598084596185022,0.401915403814978,0.0498934042860153,-0.0498934042860153,0.0113241270206039,-0.0113241270206039,"Slovakia","Brasil"
"12","Sao Paulo","Brasil Open","2/10/2015","ATP250","Indoor","Clay","1st Round","3","Berlocq C.","Pella G.","75","174","6","4","7","6","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.4","2.75",NA,NA,"1.42","2.7","1.49","2.81","670","284",NA,NA,NA,"1.44","2.62",NA,NA,"1.5","2.97","1.44","2.71","-1","1","-1","0","0","0","0","23","0","0","Brazil",NA,NA,0,0,244,28,0.000146370023419204,0.0357142857142857,1601.16670549212,1648.80470186604,1484.60785436157,1435.80882645483,1511.01677817498,1534.51780378993,1477.22947415317,1478.14252396386,-0.241736694677871,0.241736694677871,-0.242424242424242,0.242424242424242,0.626900968069641,0.373099031930359,0.0249257886352038,-0.0249257886352038,0.0259942329508246,-0.0259942329508246,"Argentina","Argentina"
"12","Sao Paulo","Brasil Open","2/11/2015","ATP250","Indoor","Clay","2nd Round","3","Mayer L.","Ramos-Vinolas A.","30","61","6","4","3","6","6","1","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.61","2.2",NA,NA,"1.52","2.4","1.69","2.3","1239","780",NA,NA,NA,"1.53","2.38",NA,NA,"1.69","2.52","1.56","2.36","-1","1","-1","0","0","0","0","26","0","17.7504","Brazil",NA,NA,0,0,184,22,0.00024703557312253,0.0454545454545455,1640.27513369082,1654.6294132937,1503.17295886056,1495.12267355969,1489.40405115288,1497.22504261261,1469.59584478038,1500,0.0428571428571429,-0.0428571428571429,0,0,0.704430102919914,0.295569897080086,0.0779184183015922,-0.0779184183015922,-0.0908153579432148,0.0908153579432148,"Argentina","Spain"
"12","Sao Paulo","Brasil Open","2/11/2015","ATP250","Indoor","Clay","2nd Round","3","Cuevas P.","Bagnis F.","32","117","5","1","","","","","","","","","0","0","Retired",NA,NA,NA,NA,NA,NA,NA,NA,"1.22","4",NA,NA,"1.22","4","1.26","4.3","1217","470",NA,NA,NA,"1.22","4",NA,NA,"1.26","4.33","1.23","4","0","0","0","0","0","0","0","6","22.9276","23.22","Brazil",NA,NA,0,0,158,12,0.000527426160337553,0.0833333333333333,1649.0266024087,1649.82847912504,1525.45210069499,1490.1149848211,1499.14426807478,1496.43302023651,1493.77281686651,1500,-0.280152937087244,0.280152937087244,0,0,0.703243667899959,0.296756332100041,0.0109591677467993,-0.0109591677467993,0.168266334560167,-0.168266334560167,"Uruguay","Argentina"
"12","Sao Paulo","Brasil Open","2/11/2015","ATP250","Indoor","Clay","2nd Round","3","Almagro N.","Robredo T.","82","17","6","3","7","6","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.57","2.25",NA,NA,"1.6","2.25","1.74","2.23","620","1845",NA,NA,NA,"1.57","2.25",NA,NA,"1.74","2.33","1.63","2.21","4","6","-1","0","1","0","0","22","17.0108","0","Brazil",NA,NA,0,0,543,755,2.43923261741856e-06,0.00184162062615101,1750.59397471813,1762.79032489597,1684.90091813592,1506.90053816738,1771.34570402651,1682.80568026247,1708.50845742417,1551.5988820939,-0.0199013157894737,0.0199013157894737,0.043487479592053,-0.043487479592053,0.470171323409142,0.529828676590858,-0.0153784413314089,0.0153784413314089,-0.00405923169595473,0.00405923169595473,"Spain","Spain"
"12","Sao Paulo","Brasil Open","2/12/2015","ATP250","Indoor","Clay","2nd Round","3","Giraldo S.","Berlocq C.","33","75","4","6","7","5","6","3","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.2","1.61",NA,NA,"2.1","1.7","2.15","1.79","1165","670",NA,NA,NA,"2.2","1.62",NA,NA,"2.23","1.79","2.12","1.69","-3","5","-1","0","0","0","0","31","18.49","17.0108","Brazil",NA,NA,0,0,244,245,1.67280026764804e-05,0.00409836065573771,1595.31100010935,1627.50991287983,1489.0123931811,1487.60472206604,1608.85254554988,1655.83371318936,1484.60785436157,1435.80882645483,-0.201206376561827,0.201206376561827,-0.244354613883468,0.244354613883468,0.48052201162228,0.51947798837772,0.0333979617290918,-0.0333979617290918,0.026014036722306,-0.026014036722306,"Colombia","Argentina"
"12","Sao Paulo","Brasil Open","2/12/2015","ATP250","Indoor","Clay","2nd Round","3","Fognini F.","Schwartzman D.","26","66","6","3","1","6","6","2","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.68","2.15","1.76","2.18","1380","770",NA,NA,NA,"1.62","2.2",NA,NA,"1.76","2.3","1.68","2.13","0","0","0","0","0","0","0","24","0","16.2712","Brazil",NA,NA,0,0,356,16,0.000175561797752809,0.0625,1662.93477627147,1711.72883772194,1565.3934908513,1524.23133003174,1496.1553071417,1499.82299187619,1495.41290917951,1500,-0.013450401643938,0.013450401643938,0,0,0.723133777638442,0.276866222361558,-0.00846157562719785,0.00846157562719785,0.182116904789364,-0.182116904789364,"Italy","Argentina"
"12","Sao Paulo","Brasil Open","2/12/2015","ATP250","Indoor","Clay","2nd Round","3","Vanni L.","De Bakker T.","149","142","7","6","3","6","6","3","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3.5","1.28",NA,NA,"3.1","1.33","3.37","1.37","357","369",NA,NA,NA,"3.25","1.33",NA,NA,"3.66","1.37","3.29","1.32","0","0","0","0","0","0","0","31","0","26.6256","Brazil",NA,NA,0,0,2,109,0.00458715596330275,0.5,1481.48578365839,1490.08611871382,1491.54544977686,1500,1574.5547347203,1567.5525676051,1508.34602871445,1477.66205063418,0,0,-0.0927109974424552,0.0927109974424552,0.369177271053142,0.630822728946858,-0.550625816951297,0.550625816951297,0.014540995064487,-0.014540995064487,"Italy","Netherlands"
"12","Sao Paulo","Brasil Open","2/12/2015","ATP250","Indoor","Clay","2nd Round","3","Lajovic D.","Verdasco F.","77","31","6","7","6","3","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3.75","1.25",NA,NA,"3.5","1.28","3.85","1.31","666","1225",NA,NA,NA,"3.5","1.29",NA,NA,"3.85","1.31","3.53","1.28","0","0","0","0","0","0","0","32","19.2296","31.8607077216","Brazil",NA,NA,0,0,51,654,2.99814115248546e-05,0.0196078431372549,1530.12720696882,1538.08099416627,1475.22544667039,1485.02382885788,1706.82155087149,1702.14647537292,1637.48397386881,1614.23877183223,0.134146341463415,-0.134146341463415,0.0683365446371227,-0.0683365446371227,0.265585959277282,0.734414040722718,0.046606109485772,-0.046606109485772,-0.0149917739511926,0.0149917739511926,"Serbia","Spain"
"12","Sao Paulo","Brasil Open","2/13/2015","ATP250","Indoor","Clay","2nd Round","3","Souza J.","Klizan M.","110","38","3","6","6","3","6","2","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.62","1.44",NA,NA,"2.45","1.5","2.71","1.53","494","1105",NA,NA,NA,"2.75","1.4",NA,NA,"2.75","1.53","2.58","1.48","0","0","0","0","0","0","0","26","13.357176","20.989848","Brazil",NA,NA,0,0,48,118,0.000176553672316384,0.0208333333333333,1478.87920101395,1495.26277294895,1468.16750046757,1500,1679.41452773489,1626.98594362723,1551.44634942651,1495.34337518566,0,0,-0.0146236559139785,0.0146236559139785,0.239691036626317,0.760308963373683,-0.0189318471326614,0.0189318471326614,0.0517347874618823,-0.0517347874618823,"Brasil","Slovakia"
"12","Sao Paulo","Brasil Open","2/13/2015","ATP250","Indoor","Clay","Quarterfinals","3","Vanni L.","Lajovic D.","149","77","7","6","7","6","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3.4","1.3",NA,NA,"3.2","1.33","3.76","1.33","357","666",NA,NA,NA,"3.25","1.33",NA,NA,"3.76","1.34","3.36","1.31","-1","1","-1","0","0","0","0","26","26.66","44.057456","Brazil",NA,NA,0,0,3,52,0.00641025641025641,0.333333333333333,1494.4807318747,1502.64535715733,1491.54544977686,1500,1545.25613620771,1552.91289125292,1475.22544667039,1485.02382885788,0,0,0.119047619047619,-0.119047619047619,0.427444131869539,0.572555868130461,-0.577358120949817,0.577358120949817,0.0440577008039182,-0.0440577008039182,"Italy","Serbia"
"12","Sao Paulo","Brasil Open","2/13/2015","ATP250","Indoor","Clay","Quarterfinals","3","Souza J.","Mayer L.","110","30","6","4","3","6","6","3","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3","1.36",NA,NA,"2.9","1.4","3.13","1.43","494","1239",NA,NA,NA,"2.75","1.4",NA,NA,"3.13","1.45","2.88","1.39","0","0","0","0","0","0","0","28","39.357176","19.2296","Brazil",NA,NA,0,0,49,185,0.000110314396028682,0.0204081632653061,1494.54156565944,1509.2908731555,1468.16750046757,1500,1646.36387357066,1660.55809575382,1503.17295886056,1495.12267355969,0,0,0.0390070921985816,-0.0390070921985816,0.294431089705238,0.705568910294762,-0.0228412843352463,0.0228412843352463,0.079729866075307,-0.079729866075307,"Brasil","Argentina"
"12","Sao Paulo","Brasil Open","2/13/2015","ATP250","Indoor","Clay","Quarterfinals","3","Cuevas P.","Almagro N.","32","82","7","6","3","6","6","2","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.2","1.61",NA,NA,"2.05","1.72","2.29","1.71","1217","620",NA,NA,NA,"2","1.73",NA,NA,"2.29","1.77","2.11","1.69","2","2","1","0","0","0","0","30","21.39485296","28.85238768","Brazil",NA,NA,0,0,159,544,1.15612282648909e-05,0.00628930817610063,1655.13978284996,1655.85507785658,1525.45210069499,1490.1149848211,1761.5084454559,1770.76013831975,1684.90091813592,1506.90053816738,-0.283643892339545,0.283643892339545,-0.0207713046536163,0.0207713046536163,0.351533064604037,0.648466935395963,0.0128907701176171,-0.0128907701176171,-0.0156248299232379,0.0156248299232379,"Uruguay","Spain"
"12","Sao Paulo","Brasil Open","2/14/2015","ATP250","Indoor","Clay","Quarterfinals","3","Giraldo S.","Fognini F.","33","26","7","6","7","5","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.1","1.66",NA,NA,"2.1","1.7","2.17","1.79","1165","1380",NA,NA,NA,"2.1","1.67",NA,NA,"2.17","1.82","2.06","1.73","0","4","-1","0","0","0","0","25","36.602804","17.7504","Brazil",NA,NA,0,0,245,357,1.1433144686446e-05,0.00408163265306122,1606.01224666993,1638.64773890264,1489.0123931811,1487.60472206604,1668.63822045211,1716.42495179178,1565.3934908513,1524.23133003174,-0.20368782161235,0.20368782161235,-0.0151439920556107,0.0151439920556107,0.410837546859429,0.589162453140571,0.033625536459932,-0.033625536459932,-0.00759491441058846,0.00759491441058846,"Colombia","Italy"
"12","Sao Paulo","Brasil Open","2/14/2015","ATP250","Indoor","Clay","Semifinals","3","Vanni L.","Souza J.","149","110","6","4","6","7","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3","1.4",NA,NA,"2.9","1.38","3.36","1.38","357","494",NA,NA,NA,"2.75","1.4",NA,NA,"3.36","1.4","2.98","1.37","0","0","0","0","0","0","0","33","45.2876","57.92717136","Brazil",NA,NA,0,0,4,50,0.005,0.25,1506.27538275819,1514.4252657582,1491.54544977686,1500,1509.07628521152,1523.81190941064,1468.16750046757,1500,0,0,0,0,0.495969264671474,0.504030735328526,-0.576157557744978,0.576157557744978,-0.0253907448533945,0.0253907448533945,"Italy","Brasil"
"12","Sao Paulo","Brasil Open","2/14/2015","ATP250","Indoor","Clay","Semifinals","3","Cuevas P.","Giraldo S.","32","33","6","4","6","3","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.53","2.5",NA,NA,"1.55","2.35","1.63","2.47","1217","1165",NA,NA,NA,"1.62","2.2",NA,NA,"1.63","2.6","1.56","2.38","1","1","1","0","0","0","0","19","44.1995735456","61.602804","Brazil",NA,NA,0,0,160,246,2.54065040650407e-05,0.00625,1668.49820171911,1669.44253491809,1525.45210069499,1490.1149848211,1618.14899320463,1651.21574522123,1489.0123931811,1487.60472206604,-0.28708461801987,0.28708461801987,-0.206145966709347,0.206145966709347,0.571955331908067,0.428044668091933,0.0122642875385244,-0.0122642875385244,0.0335238172272767,-0.0335238172272767,"Uruguay","Colombia"
"12","Sao Paulo","Brasil Open","2/15/2015","ATP250","Indoor","Clay","The Final","3","Cuevas P.","Vanni L.","32","149","6","4","3","6","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.16","5",NA,NA,"1.17","4.6","1.17","5.96","1217","357",NA,NA,NA,"1.17","5",NA,NA,"1.2","5.96","1.16","5.07","0","0","0","0","0","0","0","32","41.81004896","67.327336","Brazil",NA,NA,0,0,161,5,0.00124223602484472,0.2,1677.31592188181,1679.20268262491,1525.45210069499,1490.1149848211,1516.65841590595,1525.00347247394,1491.54544977686,1500,-0.29047619047619,0.29047619047619,0,0,0.716022980776885,0.283977019223115,0.0132211994770189,-0.0132211994770189,-0.561732193261688,0.561732193261688,"Uruguay","Italy"
"13","Delray Beach","Delray Beach Open","2/16/2015","ATP250","Outdoor","Hard","1st Round","3","Kudla D.","Lacko L.","132","87","6","3","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.53","2.37",NA,NA,"1.58","2.3","1.66","2.35","417","576",NA,NA,NA,"1.57","2.25",NA,NA,"1.66","2.48","1.57","2.33","0","0","0","0","0","0","0","19","11.48717136","0","United States",NA,NA,1,0,42,144,0.000165343915343915,0.0238095238095238,1464.03560760992,1478.93849819553,1430.95729454694,1522.52088123014,1531.84626199395,1432.39233998377,1513.56405169285,1488.76961390519,-0.0821114369501467,0.0821114369501467,-0.138392857142857,0.138392857142857,0.403633167363416,0.596366832636584,0.0788730381082797,-0.0788730381082797,0.0793256033129526,-0.0793256033129526,"United States","Slovakia"
"13","Delray Beach","Delray Beach Open","2/16/2015","ATP250","Outdoor","Hard","1st Round","3","Dolgopolov O.","Gabashvili T.","24","73","7","6","6","3","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.44","2.62",NA,NA,"1.45","2.65","1.46","2.92","1420","675",NA,NA,NA,"1.44","2.62",NA,NA,"1.5","2.92","1.44","2.68","0","0","0","0","0","0","0","22","10.39315504","0","United States",NA,NA,0,0,270,215,1.72265288544358e-05,0.00465116279069767,1663.90999270064,1601.72474151735,1624.03637457808,1535.70794413411,1506.04252256148,1496.17929824548,1466.51209284587,1457.6291188202,0.0383157463374654,-0.0383157463374654,-0.0242085661080075,0.0242085661080075,0.712745986610254,0.287254013389746,-0.0171484153764346,0.0171484153764346,0.02883937492364,-0.02883937492364,"Ukraine","Russia"
"13","Delray Beach","Delray Beach Open","2/17/2015","ATP250","Outdoor","Hard","1st Round","3","Karlovic I.","Brown D.","29","97","6","3","6","7","6","2","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.5","2.5",NA,NA,"1.52","2.45","1.59","2.53","1295","561",NA,NA,NA,"1.53","2.38",NA,NA,"1.63","2.62","1.52","2.48","-2","2","-1","0","0","0","0","30","0","16.464945616","United States",NA,NA,0,1,461,79,2.74581948982674e-05,0.0126582278481013,1675.90234949595,1587.76154707989,1640.50072341554,1623.27788180282,1536.62491706064,1492.0586370259,1490.43186814001,1488.53493222011,-0.0928913192071086,0.0928913192071086,-0.178321678321678,0.178321678321678,0.69034770441951,0.30965229558049,0.0356178176873185,-0.0356178176873185,0.0755519765377909,-0.0755519765377909,"Croatia","United States"
"13","Delray Beach","Delray Beach Open","2/17/2015","ATP250","Outdoor","Hard","1st Round","3","Johnson S.","Kukushkin M.","42","57","6","3","4","1","","","","","","","1","0","Retired",NA,NA,NA,NA,NA,NA,NA,NA,"1.4","2.75",NA,NA,"1.5","2.5","1.57","2.55","1028","827",NA,NA,NA,"1.44","2.62",NA,NA,"1.57","2.85","1.46","2.63","1","1","1","0","0","0","0","14","27.405108816","0","United States",NA,NA,1,0,75,143,9.32400932400932e-05,0.0133333333333333,1614.65444476293,1487.33485971573,1590.46396057421,1501.31267895262,1613.45702278211,1476.48346890737,1594.08782586292,1473.02595363263,-0.162076271186441,0.162076271186441,-0.0236270753512133,0.0236270753512133,0.501723221929058,0.498276778070942,-0.0205921390936272,0.0205921390936272,0.0391493940077811,-0.0391493940077811,"United States","Kazakhstan"
"13","Delray Beach","Delray Beach Open","2/17/2015","ATP250","Outdoor","Hard","1st Round","3","Tomic B.","Jaziri M.","46","72","6","3","6","3","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.22","4",NA,NA,"1.25","3.75","1.29","3.9","942","699",NA,NA,NA,"1.22","4",NA,NA,"1.29","4.2","1.24","3.89","0","0","0","0","0","0","0","18","28.0833989344","0","United States",NA,NA,0,0,175,43,0.000132890365448505,0.0232558139534884,1686.43006508812,1516.89094417283,1642.77412674848,1544.00970515977,1508.6832934691,1486.25774393466,1501.59787265341,1478.4617697377,0.0863247863247864,-0.0863247863247864,0.110795454545455,-0.110795454545455,0.735594025510807,0.264405974489193,0.0818937375886285,-0.0818937375886285,0.0592790499340881,-0.0592790499340881,"Australia","Tunisia"
