"�..ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment","CBW","CBL","GBW","GBL","IWW","IWL","SBW","SBL","B365W","B365L","B.WW","B.WL","EXW","EXL","PSW","PSL","WPts","LPts","ATP","UBW","UBL","LBW","LBL","SJW","SJL","MaxW","MaxL","AvgW","AvgL","HeadtoHead","HeadtoHeadMatches","LastHeadtoHead","Winner_retired_last_game","Loser_retired_last_game","Winner_walkover_last_game","Loser_walkover_last_game","NrGames","Winner_fatigue","Loser_fatigue","Country","Winner_home","Loser_home","WinnerisHome","LoserisHome","Winner_games","Loser_games","Uncertainty","Uncertainty2","Winner_rating","Winner_ratingClay","Winner_ratingHard","Winner_ratingGrass","Loser_rating","Loser_ratingClay","Loser_ratingHard","Loser_ratingGrass","Winner_skillBo5","Winner_skillBo3","Loser_skillBo5","Loser_skillBo3","Winner_expectationBasedOnRating","Loser_expectationBasedOnRating","Winner_skillBo5PlusScores","Winner_skillBo3PlusScores","Loser_skillBo5PlusScores","Loser_skillBo3PlusScores","Winner_country","Loser_country"
"1","Brisbane","Brisbane International","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Duckworth J.","Simon G.","125","21","6","2","6","2","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"4.5","1.18",NA,NA,"4.3","1.2","4.67","1.23","430","1730",NA,NA,NA,"4.33","1.2",NA,NA,"4.73","1.23","4.31","1.2","-1","1","-1","0","0","0","0","16","0","0","Australia",NA,NA,1,0,23,522,8.32916874895885e-05,0.0434782608695652,1452.44887996686,1480.88138188216,1462.70912859977,1489.99146573953,1730.41359742198,1652.72693008959,1718.19307835595,1559.97804777178,-0.107692307692308,0.107692307692308,0.0379894646703168,-0.0379894646703168,0.167968542189591,0.832031457810409,-0.0281608229882692,0.0281608229882692,-0.000760874790864341,0.000760874790864341,"Australia","France"
"1","Brisbane","Brisbane International","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Kokkinakis T.","Benneteau J.","149","25","6","4","6","3","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.62","1.44",NA,NA,"2.6","1.48","2.67","1.53","341","1365",NA,NA,NA,"2.62","1.44",NA,NA,"2.8","1.53","2.62","1.47","0","0","0","0","0","0","0","19","0","0","Australia",NA,NA,1,0,8,459,0.000272331154684096,0.125,1492.09229705599,1500,1482.79265892635,1500,1712.00906608669,1516.83362610197,1698.50995221494,1524.15205064371,0,0,-0.00962566844919788,0.00962566844919788,0.219952588556231,0.780047411443769,0.0919365863444783,-0.0919365863444783,0.000745903990975183,-0.000745903990975183,"Australia","France"
"1","Brisbane","Brisbane International","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Chardy J.","Golubev A.","31","72","6","4","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.28","3.5",NA,NA,"1.33","3.2","1.34","3.5","1195","691",NA,NA,NA,"1.33","3.25",NA,NA,"1.36","3.5","1.32","3.3","0","2","-1","0","0","0","0","20","0","0","Australia",NA,NA,0,0,309,138,2.34510576426997e-05,0.0072463768115942,1676.64955262379,1610.49123993236,1616.14819802125,1540.9842272017,1478.24551707262,1487.59652342624,1463.77459974271,1431.81033090853,0.0793220338983051,-0.0793220338983051,-0.154388714733542,0.154388714733542,0.758065989953263,0.241934010046737,0.00652363461254668,-0.00652363461254668,0.111459063317573,-0.111459063317573,"France","Kazakhstan"
"1","Brisbane","Brisbane International","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Tomic B.","Querrey S.","53","35","7","5","7","6","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.57","2.25",NA,NA,"1.6","2.3","1.65","2.37","797","1090",NA,NA,NA,"1.62","2.2",NA,NA,"1.67","2.37","1.61","2.25","2","2","1","0","0","0","0","25","0","0","Australia",NA,NA,1,0,162,388,1.59093801705486e-05,0.00617283950617284,1647.0376745532,1516.89094417283,1598.27175265375,1544.00970515977,1708.79205863575,1523.26422563284,1673.33634697594,1605.30489677133,0.082039911308204,-0.082039911308204,-0.0589664205763276,0.0589664205763276,0.412052519197961,0.587947480802039,0.0878525788200111,-0.0878525788200111,0.0069419801906147,-0.0069419801906147,"Australia","United States"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Kukushkin M.","Copil M.","69","201","6","4","4","6","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.53","2.37",NA,NA,"1.5","2.5","1.48","2.84","705","242",NA,NA,NA,"1.44","2.62",NA,NA,"1.58","2.84","1.5","2.53","0","0","0","1","0","0","0","30","0","0","Australia",NA,NA,0,0,134,30,0.000248756218905473,0.0333333333333333,1592.34669949384,1476.48346890737,1582.34135682527,1473.02595363263,1523.39346970039,1488.85070564157,1525.12327003416,1489.07757826723,0.00641025641025639,-0.00641025641025639,0,0,0.597949042744573,0.402050957255427,0.0504968406717375,-0.0504968406717375,-0.637853510842053,0.637853510842053,"Kazakhstan","Romania"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Kubot L.","Anderson K.","177","16","7","6","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3.5","1.28",NA,NA,"3.5","1.28","4.06","1.28","282","2080",NA,NA,NA,"3.5","1.29",NA,NA,"4.06","1.3","3.58","1.28","0","0","0","0","0","0","0","23","0","0","Australia",NA,NA,0,0,194,300,1.71821305841924e-05,0.00515463917525773,1502.47956890463,1509.29307249812,1436.91756367441,1522.52972991955,1747.38451552388,1622.14090123971,1705.82962392767,1548.3043397018,0.116883116883117,-0.116883116883117,0.0113818654037124,-0.0113818654037124,0.196267780710009,0.803732219289991,0.00832609462211897,-0.00832609462211897,-0.00665222234954127,0.00665222234954127,"Poland","South Africa"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Johnson S.","Matosevic M.","37","77","2","6","7","6","7","5","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2","1.72",NA,NA,"2.05","1.72","2.14","1.78","999","657",NA,NA,NA,"1.91","1.8",NA,NA,"2.16","1.84","2.03","1.74","0","0","0","0","0","0","0","33","0","0","Australia",NA,NA,0,1,64,135,0.000115740740740741,0.015625,1567.82227100059,1487.33485971573,1549.21261099845,1501.31267895262,1650.65320887776,1502.12673352111,1605.91360438485,1502.87551820723,-0.220211161387632,0.220211161387632,-0.356929212362911,0.356929212362911,0.383004921835599,0.616995078164401,-0.0206613287821376,0.0206613287821376,0.0874704244353773,-0.0874704244353773,"United States","Australia"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Nieminen J.","Kudla D.","73","123","4","6","6","1","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.7","2.1","1.69","2.29","689","440",NA,NA,NA,"1.53","2.38",NA,NA,"1.71","2.5","1.65","2.19","0","0","0","0","0","0","0","27","0","0","Australia",NA,NA,0,0,634,38,4.15075543748962e-05,0.0263157894736842,1600.96738277975,1557.12815482019,1578.2387818619,1487.15379682754,1469.99915908107,1478.93849819553,1436.48319302484,1522.52088123014,-0.0180898876404494,0.0180898876404494,-0.0571428571428572,0.0571428571428572,0.680030875886439,0.319969124113561,0.0270104161695308,-0.0270104161695308,0.0664162013398225,-0.0664162013398225,"Finland","United States"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Klizan M.","Melzer J.","34","110","6","7","7","6","6","1","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.7","2.1","1.74","2.2","1094","505",NA,NA,NA,"1.57","2.25",NA,NA,"1.77","2.3","1.66","2.16","0","0","0","0","0","1","0","33","0","0","Australia",NA,NA,0,0,109,584,1.57094382304889e-05,0.00917431192660551,1687.34544441842,1621.8293363549,1542.68531234942,1495.34337518566,1603.23013703293,1575.6734191229,1587.27335497819,1575.90760363899,-0.0101112234580384,0.0101112234580384,0.0176282051282051,-0.0176282051282051,0.618740716464897,0.381259283535103,0.0716090301407045,-0.0716090301407045,0.000591549940995917,-0.000591549940995917,"Slovakia","Austria"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Millman J.","Williams R.","153","220","6","3","6","1","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.4","2.75",NA,NA,"1.45","2.7","1.49","2.8","328","221",NA,NA,NA,"1.4","2.75",NA,NA,"1.5","2.8","1.44","2.7","0","0","0","0","0","0","0","16","0","0","Australia",NA,NA,0,0,9,24,0.00462962962962963,0.111111111111111,1482.41024448161,1489.703911285,1482.52597330377,1500,1473.88351198609,1501.86897673017,1476.48780644951,1483.37300792372,0,0,-0.368421052631579,0.368421052631579,0.5122684914332,0.4877315085668,-0.216647054622718,0.216647054622718,0.0831734154465749,-0.0831734154465749,"United States","United States"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Dolgopolov O.","Berlocq C.","23","71","6","2","6","3","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.25","3.75",NA,NA,"1.28","3.5","1.3","3.86","1455","700",NA,NA,NA,"1.29","3.5",NA,NA,"1.3","3.86","1.27","3.61","1","5","-1","0","0","0","0","17","0","0","Australia",NA,NA,0,0,266,242,1.55347045299198e-05,0.00413223140495868,1691.81301651565,1601.72474151735,1657.47179345076,1535.70794413411,1614.70803506434,1648.80470186604,1493.71577673761,1435.80882645483,0.0491071428571428,-0.0491071428571428,-0.237639553429027,0.237639553429027,0.609176490128734,0.390823509871266,-0.0116406129984651,0.0116406129984651,0.0217496461134893,-0.0217496461134893,"Ukraine","Argentina"
"1","Brisbane","Brisbane International","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Groth S.","Hewitt L.","85","84","6","3","6","2","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.75","1.4",NA,NA,"2.9","1.4","3.17","1.4","586","595",NA,NA,NA,"2.75","1.4",NA,NA,"3.17","1.45","2.83","1.4","0","0","0","0","0","0","0","17","0","0","Australia",NA,NA,1,1,31,695,4.64144813181713e-05,0.032258064516129,1516.55807777054,1505.57503557613,1481.5045344808,1504.82521748567,1682.82314759126,1630.0857939252,1650.15921322621,1731.9184908973,-0.223076923076923,0.223076923076923,-0.00618864703371746,0.00618864703371746,0.277459463724412,0.722540536275588,0.111682994940779,-0.111682994940779,0.0345763639870263,-0.0345763639870263,"Australia","Australia"
"1","Brisbane","Brisbane International","1/7/2015","ATP250","Outdoor","Hard","2nd Round","3","Klizan M.","Dolgopolov O.","34","23","1","6","7","6","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.75","1.4",NA,NA,"2.6","1.48","2.82","1.49","1094","1455",NA,NA,NA,"2.62","1.44",NA,NA,"2.82","1.51","2.62","1.46","1","1","1","0","0","0","0","33","28.38","14.62","Australia",NA,NA,0,0,110,267,3.40483486550902e-05,0.00909090909090909,1695.19938565924,1621.8293363549,1554.29995042724,1495.34337518566,1699.863980819,1601.72474151735,1663.24729751278,1535.70794413411,-0.015992003998001,0.015992003998001,0.0469841269841269,-0.0469841269841269,0.493287511257794,0.506712488742206,0.0739173892518377,-0.0739173892518377,-0.0111253053359502,0.0111253053359502,"Slovakia","Ukraine"
"1","Brisbane","Brisbane International","1/7/2015","ATP250","Outdoor","Hard","2nd Round","3","Nishikori K.","Johnson S.","5","37","6","4","7","5","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.11","6.5",NA,NA,"1.12","5.75","1.14","6.91","5025","999",NA,NA,NA,"1.17","4.5",NA,NA,"1.17","6.91","1.13","5.7","1","1","1","0","0","0","0","22","0","28.38","Australia",NA,NA,0,0,275,65,5.59440559440559e-05,0.0153846153846154,1957.39390192118,1701.95054498939,1889.60722272334,1557.46188168625,1580.53236961078,1487.33485971573,1561.17879033119,1501.31267895262,0.00659462895280472,-0.00659462895280472,-0.230769230769231,0.230769230769231,0.897466789563971,0.102533210436029,0.00267525771246274,-0.00267525771246274,-0.0200383553674435,0.0200383553674435,"Japan","United States"
"1","Brisbane","Brisbane International","1/7/2015","ATP250","Outdoor","Hard","2nd Round","3","Dimitrov G.","Chardy J.","11","31","3","6","6","4","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.3","3.4",NA,NA,"1.33","3.2","1.36","3.48","3645","1195",NA,NA,NA,"1.36","3",NA,NA,"1.4","3.48","1.33","3.18","0","2","1","0","0","0","0","32","0","14.792","Australia",NA,NA,0,0,220,310,1.46627565982405e-05,0.00454545454545455,1878.21417951046,1697.5454028101,1768.1940194823,1613.30853125474,1681.63339323075,1610.49123993236,1622.19990650102,1540.9842272017,-0.0496233938856889,0.0496233938856889,0.0772503207508947,-0.0772503207508947,0.756135890988446,0.243864109011554,-0.0532316276098473,0.0532316276098473,0.00767672732202673,-0.00767672732202673,"Bulgaria","France"
"1","Brisbane","Brisbane International","1/7/2015","ATP250","Outdoor","Hard","2nd Round","3","Tomic B.","Kokkinakis T.","53","149","7","6","6","1","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.36","3",NA,NA,"1.4","2.9","1.42","3.11","797","341",NA,NA,NA,"1.44","2.62",NA,NA,"1.48","3.12","1.4","2.83","0","0","0","0","0","0","0","20","18.49","14.0524","Australia",NA,NA,1,1,163,9,0.000681663258350375,0.111111111111111,1659.14939265772,1516.89094417283,1610.76311016721,1544.00970515977,1508.16127373173,1500,1498.77561610343,1500,0.0775689724110356,-0.0775689724110356,0,0,0.704570356801051,0.295429643198949,0.087512986812844,-0.087512986812844,0.0775058445732099,-0.0775058445732099,"Australia","Australia"
"1","Brisbane","Brisbane International","1/8/2015","ATP250","Outdoor","Hard","2nd Round","3","Raonic M.","Kukushkin M.","8","69","6","3","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.22","4",NA,NA,"1.22","4","1.25","4.46","4440","705",NA,NA,NA,"1.25","3.75",NA,NA,"1.25","4.46","1.23","4","0","0","0","0","0","0","0","19","0","22.188","Australia",NA,NA,0,0,242,135,3.06091215182124e-05,0.00740740740740741,1872.37041476077,1683.52848211446,1827.59083838929,1548.47534724557,1600.6289492133,1476.48346890737,1590.96025260253,1473.02595363263,0.0318242480238169,-0.0318242480238169,0.00105857445306984,-0.00105857445306984,0.826965162123228,0.173034837876772,-0.0719662720967496,0.0719662720967496,0.05236560031574,-0.05236560031574,"Canada","Kazakhstan"
"1","Brisbane","Brisbane International","1/8/2015","ATP250","Outdoor","Hard","2nd Round","3","Groth S.","Kubot L.","85","177","6","4","6","7","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.6","2.3","1.75","2.2","586","282",NA,NA,NA,"1.67","2.1",NA,NA,"1.8","2.3","1.69","2.12","0","0","0","0","0","0","0","36","12.5732","17.0108","Australia",NA,NA,1,0,32,195,0.00016025641025641,0.03125,1531.44241281782,1505.57503557613,1496.4455035299,1504.82521748567,1519.036452622,1509.29307249812,1453.90477925216,1522.52972991955,-0.244444444444444,0.244444444444444,0.112903225806452,-0.112903225806452,0.51784602793005,0.48215397206995,0.107915514156775,-0.107915514156775,0.00695806246699471,-0.00695806246699471,"Australia","Poland"
"1","Brisbane","Brisbane International","1/8/2015","ATP250","Outdoor","Hard","2nd Round","3","Duckworth J.","Nieminen J.","125","73","4","6","7","6","6","3","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.25","1.57",NA,NA,"2.35","1.58","2.38","1.65","430","689",NA,NA,NA,"2.25","1.57",NA,NA,"2.45","1.65","2.3","1.59","-2","2","-1","0","0","0","0","32","10.176896","19.9692","Australia",NA,NA,1,0,24,635,6.56167979002625e-05,0.0416666666666667,1469.58872799775,1480.88138188216,1479.46025145003,1489.99146573953,1607.55874673649,1557.12815482019,1584.55497092254,1487.15379682754,-0.157142857142857,0.157142857142857,-0.0189719626168224,0.0189719626168224,0.311263428857836,0.688736571142164,-0.0410907052785864,0.0410907052785864,0.0273062381659228,-0.0273062381659228,"Australia","Finland"
"1","Brisbane","Brisbane International","1/8/2015","ATP250","Outdoor","Hard","2nd Round","3","Federer R.","Millman J.","2","153","4","6","6","4","6","3","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.06","10",NA,NA,"1.05","9","1.07","10.25","9625","328",NA,NA,NA,"1.06","8",NA,NA,"1.08","11.15","1.05","9.22","0","0","0","0","0","1","0","29","0","11.8336","Australia",NA,NA,0,0,1064,10,9.3984962406015e-05,0.1,2115.50091955757,1895.81584313287,2078.53944488409,1915.94972848668,1492.45751355809,1489.703911285,1492.6469851391,1500,0.044382801664355,-0.044382801664355,0,0,0.973051939866443,0.0269480601335574,-0.0236850077510637,0.0236850077510637,-0.192286661407716,0.192286661407716,"Switzerland","United States"
"1","Brisbane","Brisbane International","1/9/2015","ATP250","Outdoor","Hard","Quarterfinals","3","Raonic M.","Groth S.","8","85","7","6","3","6","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.16","5",NA,NA,"1.2","4.3","1.19","5.53","4440","586",NA,NA,NA,"1.17","4.5",NA,NA,"1.2","5.53","1.17","4.83","1","1","1","0","0","0","0","35","16.34","41.772952","Australia",NA,NA,0,1,243,33,0.000124703828407532,0.0303030303030303,1875.93493242103,1683.52848211446,1831.79097769276,1548.47534724557,1541.37478464246,1505.57503557613,1505.49061530507,1504.82521748567,0.0300245098039216,-0.0300245098039216,-0.264285714285714,0.264285714285714,0.872793032083969,0.127206967916031,-0.0706346587436804,0.0706346587436804,0.113002373578973,-0.113002373578973,"Canada","Australia"
"1","Brisbane","Brisbane International","1/9/2015","ATP250","Outdoor","Hard","Quarterfinals","3","Dimitrov G.","Klizan M.","11","34","6","3","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.28","3.5",NA,NA,"1.28","3.5","1.28","4.22","3645","1094",NA,NA,NA,"1.3","3.4",NA,NA,"1.31","4.22","1.28","3.59","0","0","0","0","0","0","0","19","23.6672","45.396648","Australia",NA,NA,0,0,221,111,4.07647466470996e-05,0.00900900900900901,1883.2377801561,1697.5454028101,1774.40385878135,1613.30853125474,1705.63766292733,1621.8293363549,1567.72792153518,1495.34337518566,-0.0518507638072855,0.0518507638072855,-0.0217391304347826,0.0217391304347826,0.735429797745469,0.264570202254531,-0.0517820382356936,0.0517820382356936,0.0747476810512735,-0.0747476810512735,"Bulgaria","Slovakia"
"1","Brisbane","Brisbane International","1/9/2015","ATP250","Outdoor","Hard","Quarterfinals","3","Nishikori K.","Tomic B.","5","53","6","0","6","4","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.33","3.25",NA,NA,"1.35","3.1","1.4","3.3","5025","797",NA,NA,NA,"1.33","3.25",NA,NA,"1.4","3.4","1.34","3.15","0","0","0","0","0","0","0","16","16.2712","28.467204","Australia",NA,NA,0,1,276,164,2.20926122304701e-05,0.00609756097560976,1959.50608605617,1701.95054498939,1892.30948262147,1557.46188168625,1665.23524330762,1516.89094417283,1617.85354249032,1544.00970515977,0.00490351154697888,-0.00490351154697888,0.0731707317073171,-0.0731707317073171,0.84474411594749,0.15525588405251,0.00425743935807854,-0.00425743935807854,0.0895571104285831,-0.0895571104285831,"Japan","Australia"
"1","Brisbane","Brisbane International","1/9/2015","ATP250","Outdoor","Hard","Quarterfinals","3","Federer R.","Duckworth J.","2","125","6","0","6","1","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.05","11",NA,NA,"1.05","8.5","1.06","13.4","9625","430",NA,NA,NA,"1.06","8",NA,NA,"1.07","15","1.05","9.84","1","1","1","0","0","0","0","13","24.94","36.27213056","Australia",NA,NA,0,1,1065,25,3.75586854460094e-05,0.04,2116.05604959632,1895.81584313287,2079.22255447719,1915.94972848668,1483.77670136328,1480.88138188216,1492.78419580679,1489.99146573953,0.0441234665611396,-0.0441234665611396,-0.2,0.2,0.974411545813427,0.0255884541865725,-0.0234333442600666,0.0234333442600666,-0.0427436108189785,0.0427436108189785,"Switzerland","Australia"
"1","Brisbane","Brisbane International","1/10/2015","ATP250","Outdoor","Hard","Semifinals","3","Raonic M.","Nishikori K.","8","5","6","7","7","6","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"2.75","1.44",NA,NA,"2.5","1.5","2.7","1.54","4440","5025",NA,NA,NA,"2.62","1.5",NA,NA,"2.75","1.57","2.58","1.49","-3","5","-1","0","0","0","0","39","44.1524","27.753232","Australia",NA,NA,0,0,244,277,1.47955258329881e-05,0.00409836065573771,1878.5553959601,1683.52848211446,1834.5221284789,1548.47534724557,1962.70435726765,1701.95054498939,1895.82817475425,1557.46188168625,0.02824342172102,-0.02824342172102,0.00322783813572669,-0.00322783813572669,0.381213584133453,0.618786415866547,-0.069079394389292,0.069079394389292,0.00558442905434414,-0.00558442905434414,"Canada","Japan"
"1","Brisbane","Brisbane International","1/10/2015","ATP250","Outdoor","Hard","Semifinals","3","Federer R.","Dimitrov G.","2","11","6","2","6","2","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.28","3.75",NA,NA,"1.25","3.75","1.32","3.79","9625","3645",NA,NA,NA,"1.29","3.75",NA,NA,"1.32","3.95","1.27","3.68","2","2","1","0","0","0","0","16","32.6284","36.693792","Australia",NA,NA,0,0,1066,222,4.22561398171154e-06,0.0045045045045045,2116.58317175256,1895.81584313287,2079.90359166054,1915.94972848668,1888.68792632254,1697.5454028101,1779.21001595013,1613.30853125474,0.0438648488441019,-0.0438648488441019,-0.0540540540540541,0.0540540540540541,0.787825987745774,0.212174012254226,-0.0231804964274858,0.0231804964274858,-0.0504600449263576,0.0504600449263576,"Switzerland","Bulgaria"
"1","Brisbane","Brisbane International","1/11/2015","ATP250","Outdoor","Hard","The Final","3","Federer R.","Raonic M.","2","8","6","4","6","7","6","4","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.25","4",NA,NA,"1.25","3.6","1.3","3.97","9625","4440",NA,NA,NA,"1.25","4",NA,NA,"1.3","4.01","1.26","3.76","6","8","1","0","0","0","0","33","41.820424","71.511064","Australia",NA,NA,0,0,1067,245,3.82533519499646e-06,0.00408163265306122,2120.953956405,1895.81584313287,2083.00324249361,1915.94972848668,1891.30239612695,1683.52848211446,1846.62096356184,1548.47534724557,0.0436069455406471,-0.0436069455406471,0.0264806953709319,-0.0264806953709319,0.789511046025328,0.210488953974672,-0.0231860619287901,0.0231860619287901,-0.070074078368199,0.070074078368199,"Switzerland","Canada"
"2","Chennai","Chennai Open","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Muller G.","Roger-Vasselin E.","46","116","6","7","6","1","7","6","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.66","2.1",NA,NA,"1.72","2.05","1.81","2.1","855","470",NA,NA,NA,"1.73","2",NA,NA,"1.81","2.15","1.73","2.05","1","3","1","0","0","0","0","33","0","0","India",NA,NA,0,0,203,184,2.67723281216535e-05,0.00543478260869565,1586.19738799786,1480.47473026507,1597.44090523619,1474.34234607698,1552.00012153899,1496.88509185956,1536.1842651208,1500.2318797867,-0.0147299509001637,0.0147299509001637,-0.0513902205177373,0.0513902205177373,0.549055508093943,0.450944491906057,0.112450064200965,-0.112450064200965,0.0480539701774038,-0.0480539701774038,"Spain","France"
"2","Chennai","Chennai Open","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Haider-Maurer A.","Granollers M.","79","55","3","6","7","6","2","0","","","","","1","1","Retired",NA,NA,NA,NA,NA,NA,NA,NA,"2.75","1.4",NA,NA,"2.7","1.45","2.76","1.5","621","790",NA,NA,NA,"2.75","1.4",NA,NA,"3","1.5","2.71","1.44","0","0","0","0","1","0","0","24","0","0","India",NA,NA,0,0,53,311,6.06685676151186e-05,0.0188679245283019,1475.07936834029,1486.85784430132,1463.37750037181,1484.07659506999,1594.80622050909,1600.3853638656,1588.91266878187,1470.56823292611,-0.0658783783783784,0.0658783783783784,-0.00774147727272728,0.00774147727272728,0.33421035713441,0.66578964286559,0.0978857875172472,-0.0978857875172472,0.0305805720713056,-0.0305805720713056,"Austria","Spain"
"2","Chennai","Chennai Open","1/5/2015","ATP250","Outdoor","Hard","1st Round","3","Coric B.","Haase R.","95","80","6","2","6","2","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.72","2",NA,NA,"1.72","2.05","1.75","2.18","557","620",NA,NA,NA,"1.8","1.91",NA,NA,"1.8","2.25","1.72","2.07","0","0","0","0","0","0","0","16","0","0","India",NA,NA,0,0,12,245,0.000340136054421769,0.0833333333333333,1539.61311162878,1499.73208249198,1529.71933120435,1500,1572.52241281676,1575.46078825845,1499.51951524436,1465.78071323899,0,0,-0.123809523809524,0.123809523809524,0.452780840735494,0.547219159264506,-0.0127433514038322,0.0127433514038322,0.104936947595436,-0.104936947595436,"Croatia","Netherlands"
"2","Chennai","Chennai Open","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Ymer E.","Sijsling I.","227","81","6","4","4","6","6","3","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"3.25","1.33",NA,NA,"3.1","1.35","3.35","1.38","210","619",NA,NA,NA,"3.25","1.33",NA,NA,"3.35","1.4","3.1","1.35","0","0","0","0","0","0","0","29","0","0","India",NA,NA,0,0,4,109,0.00229357798165138,0.25,1492.95436457563,1491.2810564888,1492.43170811305,1500,1467.58511231477,1456.48307768215,1462.19026549035,1500.57034909925,0,0,-0.116312056737589,0.116312056737589,0.536444541201123,0.463555458798877,-0.664494715723699,0.664494715723699,0.00377370775791985,-0.00377370775791985,"Sweden","Netherlands"
"2","Chennai","Chennai Open","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Berankis R.","Vanni L.","83","148","6","1","2","6","7","5","","","","","2","1","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.33","3.25",NA,NA,"1.3","3.4","1.34","3.5","605","353",NA,NA,NA,"1.33","3.25",NA,NA,"1.36","3.55","1.31","3.32","0","0","0","0","0","0","0","27","0","0","India",NA,NA,0,0,80,0,2,2,1561.34554957481,1489.00528820834,1562.92923764691,1465.30846952212,1500,1500,1500,1500,-0.0411255411255412,0.0411255411255412,0,0,0.587377206175209,0.412622793824791,0.107667977817532,-0.107667977817532,0,0,"Lithuania","Italy"
"2","Chennai","Chennai Open","1/6/2015","ATP250","Outdoor","Hard","1st Round","3","Vesely J.","Prashanth V.","65","557","6","2","6","1","","","","","","","2","0","Completed",NA,NA,NA,NA,NA,NA,NA,NA,"1.14","5.5",NA,NA,"1.18","4.3","1.17","5.84","741","56",NA,NA,NA,"1.17","4.5",NA,NA,"1.18","5.84","1.15","5.07","0","0","0","0","0","0","0","15","0","0","India",NA,NA,0,1,36,0,2,2,1513.21158011029,1497.11695689576,1469.34801334355,1512.230283668,1500,1500,1500,1500,-0.0740740740740741,0.0740740740740741,0,0,0.519003833326048,0.480996166673952,0.0679926655494462,-0.0679926655494462,0,0,"Czech Republic","India"
