"ï..ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment","CBW","CBL","GBW","GBL","IWW","IWL","SBW","SBL","B365W","B365L","B.WW","B.WL","EXW","EXL","PSW","PSL"
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Clement A.","Lapentti N.","37","46","6","4","6","2","","","","","","","2","0","Completed","2","1.75",NA,NA,"1.75","1.75","2","1.727","1.833","1.833","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Coria G.","Spadea V.","16","33","6","2","6","2","","","","","","","2","0","Completed","1.3","3.35",NA,NA,"1.25","3","1.286","3.25","1.364","3","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Davydenko N.","Voinea A.","41","90","6","0","6","2","","","","","","","2","0","Completed","1.48","2.55",NA,NA,"1.35","2.5","1.364","2.875","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Ferreira W.","Waske A.","26","110","6","3","6","2","","","","","","","2","0","Completed","1.45","2.65",NA,NA,"1.35","2.5","1.5","2.5","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Henman T.","Gambill J.M.","27","40","7","5","6","4","","","","","","","2","0","Completed","1.58","2.3",NA,NA,"1.65","1.85","1.5","2.5","1.615","2.2","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Kuerten G.","Chela J.I.","14","34","6","2","6","4","","","","","","","2","0","Completed","1.45","2.65",NA,NA,"1.4","2.3","1.4","2.75","1.444","2.625","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Lopez F.","Srichaphan P.","58","9","6","4","6","3","","","","","","","2","0","Completed","1.46","2.6",NA,NA,"1.4","2.3","1.533","2.375","1.5","2.5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Nadal R.","Mathieu P.H.","87","44","7","5","6","4","","","","","","","2","0","Completed","1.53","2.4",NA,NA,"1.4","2.3","1.5","2.5","1.444","2.625","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Robredo T.","Stepanek R.","22","47","6","4","6","3","","","","","","","2","0","Completed","1.45","2.65",NA,NA,"1.4","2.3","1.5","2.5","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Rochus O.","El Aynaoui Y.","65","21","7","6","6","4","","","","","","","2","0","Completed","4","1.22",NA,NA,"3.8","1.15","4.5","1.167","3.5","1.286","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Zabaleta M.","Kucera K.","38","50","7","5","6","4","","","","","","","2","0","Completed","1.4","2.8",NA,NA,"1.35","2.5","1.4","2.75","1.364","3","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Calleri A.","Lee H.T.","31","57","3","6","7","6","7","5","","","","","2","1","Completed","1.22","4",NA,NA,"1.2","3.3","1.167","4.5","1.167","4.5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Gaudio G.","Blake J.","29","25","6","7","6","1","6","2","","","","","2","1","Completed","1.3","3.3",NA,NA,"1.35","2.5","1.286","3.25","1.364","3","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Nieminen J.","Koubek S.","35","60","6","4","0","6","6","1","","","","","2","1","Completed","1.45","2.65",NA,NA,"1.4","2.3","1.4","2.75","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/12/2003","Masters","Outdoor","Clay","1st Round","3","Sanchez D.","Fish M.","53","51","5","7","6","4","6","2","","","","","2","1","Completed","1.65","2.15",NA,NA,"1.6","1.9","1.667","2.1","1.66","2.1","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Costa A.","Kiefer N.","8","75","6","4","6","4","","","","","","","2","0","Completed","1.14","5.25",NA,NA,"1.1","4.5","1.143","5","1.143","5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Dupuis A.","Santoro F.","88","54","6","3","6","3","","","","","","","2","0","Completed","2","1.75",NA,NA,"1.9","1.6","1.833","1.833","1.909","1.8","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Federer R.","Mirnyi M.","5","28","6","3","6","3","","","","","","","2","0","Completed","1.3","3",NA,NA,"1.35","2.5","1.286","3.25","1.333","3.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Grosjean S.","Volandri F.","15","79","6","3","6","4","","","","","","","2","0","Completed","1.68","2.1",NA,NA,"1.55","2","1.615","2.2","1.615","2.2","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Mantilla F.","Martin A.","20","62","6","0","6","4","","","","","","","2","0","Completed","1.45","2.65",NA,NA,"1.4","2.3","1.364","2.875","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Nalbandian D.","Lisnard J.R.","13","103","6","3","6","3","","","","","","","2","0","Completed","1.28","3.5",NA,NA,"1.2","3.3","1.25","3.5","1.28","3.5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Philippoussis M.","Sluiter R.","67","64","6","4","7","5","","","","","","","2","0","Completed","1.3","3.3",NA,NA,"1.25","3","1.333","3","1.333","3.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Roddick A.","Ljubicic I.","6","45","6","4","6","4","","","","","","","2","0","Completed","1.72","2.05",NA,NA,"1.65","1.85","1.667","2.1","1.727","2","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Schuettler P.","Ferrer D.","11","61","7","5","6","1","","","","","","","2","0","Completed","1.4","2.8",NA,NA,"1.4","2.3","1.5","2.5","1.444","2.625","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Youzhny M.","Novak J.","32","10","6","1","6","4","","","","","","","2","0","Completed","2.8","1.4",NA,NA,"2.3","1.4","2.75","1.4","2.75","1.4","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Beck K.","Arthurs W.","76","55","6","4","3","6","6","3","","","","","2","1","Completed","2.1","1.67",NA,NA,"1.75","1.75","2.2","1.615","2","1.727","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Gonzalez F.","Mutis O.","23","81","6","2","2","6","7","5","","","","","2","1","Completed","1.4","2.8",NA,NA,"1.3","2.7","1.5","2.5","1.444","2.625","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Hewitt L.","Hantschk M.","1","210","6","1","4","6","6","4","","","","","2","1","Completed","1.07","7.25",NA,NA,"1.1","4.5","1.05","8","1.063","8","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Malisse X.","Corretja A.","30","17","7","6","4","6","6","3","","","","","2","1","Completed","2.9","1.38",NA,NA,"2.5","1.35","2.875","1.364","2.75","1.4","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Moya C.","Draper S.","4","113","6","3","5","7","6","3","","","","","2","1","Completed","1.04","9",NA,NA,"1.05","5","1.071","7","1.083","7","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/13/2003","Masters","Outdoor","Clay","1st Round","3","Sargsian S.","Hrbaty D.","72","59","6","7","6","4","6","4","","","","","2","1","Completed","2.2","1.63",NA,NA,"1.85","1.65","2.1","1.667","2.1","1.667","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Coria G.","Nieminen J.","16","35","6","3","6","4","","","","","","","2","0","Completed","1.32","3.2",NA,NA,"1.3","2.7","1.333","3","1.364","3","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Federer R.","Sargsian S.","5","72","6","1","6","1","","","","","","","2","0","Completed","1.16","4.8",NA,NA,"1.1","4.5","1.143","5","1.143","5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Ferreira W.","Lopez F.","26","58","6","1","6","2","","","","","","","2","0","Completed","1.85","1.9",NA,NA,"1.55","2","1.833","1.833","1.727","2","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Gonzalez F.","Mantilla F.","23","20","6","2","6","1","","","","","","","2","0","Completed","2.35","1.55",NA,NA,"2.2","1.45","2.5","1.5","2.25","1.571","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Kuerten G.","Davydenko N.","14","41","7","5","6","0","","","","","","","2","0","Completed","1.26","3.6",NA,NA,"1.3","2.7","1.25","3.5","1.333","3.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Nadal R.","Moya C.","87","4","7","5","6","4","","","","","","","2","0","Completed","3.6","1.26",NA,NA,"3","1.25","4","1.2","3.5","1.286","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Philippoussis M.","Malisse X.","67","30","6","3","7","6","","","","","","","2","0","Completed","1.68","2.1",NA,NA,"1.65","1.85","1.727","2","1.727","2","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Calleri A.","Roddick A.","31","6","3","6","6","2","6","3","","","","","2","1","Completed","1.95","1.8",NA,NA,"1.9","1.6","1.9","1.8","1.909","1.8","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Gaudio G.","Sanchez D.","29","53","6","7","6","3","6","1","","","","","2","1","Completed","1.2","4.2",NA,NA,"1.2","3.3","1.364","2.875","1.25","3.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Henman T.","Grosjean S.","27","15","6","0","3","6","6","2","","","","","2","1","Completed","3.25","1.31",NA,NA,"2.7","1.3","3","1.333","3","1.364","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Hewitt L.","Clement A.","1","37","6","7","6","4","7","6","","","","","2","1","Completed","1.2","4.25",NA,NA,"1.2","3.3","1.143","5","1.222","4","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Nalbandian D.","Dupuis A.","13","88","5","7","6","2","6","3","","","","","2","1","Completed","1.35","3.05",NA,NA,"1.25","3","1.333","3","1.286","3.5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Rochus O.","Costa A.","65","8","3","6","6","3","7","6","","","","","2","1","Completed","3.7","1.25",NA,NA,"3","1.25","4","1.2","3.75","1.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Schuettler P.","Burgsmuller L.","11","98","6","4","4","6","6","4","","","","","2","1","Completed","1.2","4.25",NA,NA,"1.15","3.8","1.222","3.75","1.222","4","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Youzhny M.","Beck K.","32","76","6","7","6","4","6","2","","","","","2","1","Completed","1.33","3.15",NA,NA,"1.25","3","1.364","2.875","1.333","3.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/14/2003","Masters","Outdoor","Clay","2nd Round","3","Zabaleta M.","Robredo T.","38","22","3","6","6","3","6","1","","","","","2","1","Completed","2.55","1.48",NA,NA,"2.2","1.45","2.5","1.5","2.375","1.533","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Calleri A.","Zabaleta M.","31","38","6","3","6","0","","","","","","","2","0","Completed","1.6","2.25",NA,NA,"1.6","1.9","1.615","2.2","1.571","2.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Coria G.","Youzhny M.","16","32","6","3","6","3","","","","","","","2","0","Completed","1.25","3.75",NA,NA,"1.25","3","","","1.286","3.5","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Ferreira W.","Kuerten G.","26","14","7","6","6","4","","","","","","","2","0","Completed","4.35","1.2",NA,NA,"3.8","1.15","4.5","1.167","4","1.222","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Gaudio G.","Nadal R.","29","87","6","2","6","2","","","","","","","2","0","Completed","1.36","3",NA,NA,"1.35","2.5","1.364","2.875","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Nalbandian D.","Schuettler P.","13","11","7","6","6","2","","","","","","","2","0","Completed","1.75","2",NA,NA,"1.6","1.9","1.667","2.1","1.727","2","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Rochus O.","Henman T.","65","27","6","4","6","3","","","","","","","2","0","Completed","2.25","1.6",NA,NA,"2","1.55","2.25","1.571","2.375","1.533","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Gonzalez F.","Hewitt L.","23","1","6","1","3","6","6","0","","","","","2","1","Completed","2.4","1.52",NA,NA,"2.3","1.4","2.5","1.5","2.625","1.444","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/15/2003","Masters","Outdoor","Clay","3rd Round","3","Philippoussis M.","Federer R.","67","5","6","3","2","6","6","3","","","","","2","1","Completed","3.45","1.28",NA,NA,"3","1.25","3.75","1.222","3.75","1.25","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/16/2003","Masters","Outdoor","Clay","Quarterfinals","3","Calleri A.","Ferreira W.","31","26","7","5","6","2","","","","","","","2","0","Completed","1.42","2.75",NA,NA,"1.4","2.3","1.444","2.625","1.4","2.75","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/16/2003","Masters","Outdoor","Clay","Quarterfinals","3","Coria G.","Philippoussis M.","16","67","6","2","6","0","","","","","","","2","0","Completed","1.42","2.75",NA,NA,"1.45","2.2","1.444","2.625","1.444","2.625","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/16/2003","Masters","Outdoor","Clay","Quarterfinals","3","Gaudio G.","Rochus O.","29","65","6","1","6","1","","","","","","","2","0","Completed","1.2","4.3",NA,NA,"1.15","3.8","1.167","4.5","1.2","4.333","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/16/2003","Masters","Outdoor","Clay","Quarterfinals","3","Nalbandian D.","Gonzalez F.","13","23","5","7","6","3","6","4","","","","","2","1","Completed","2","1.75",NA,NA,"1.7","1.8","1.909","1.8","1.8","1.909","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/17/2003","Masters","Outdoor","Clay","Semifinals","3","Calleri A.","Nalbandian D.","31","13","6","4","6","1","","","","","","","2","0","Completed","1.85","1.92",NA,NA,"1.65","1.85","1.833","1.833","1.833","1.833","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/17/2003","Masters","Outdoor","Clay","Semifinals","3","Coria G.","Gaudio G.","16","29","6","3","6","7","6","0","","","","","2","1","Completed","2","1.78",NA,NA,"1.75","1.75","1.833","1.833","1.833","1.833","","",NA,NA,NA,NA
"29","Hamburg","Hamburg TMS","5/18/2003","Masters","Outdoor","Clay","The Final","5","Coria G.","Calleri A.","16","31","6","3","6","4","6","4","","","","","3","0","Completed","1.75","2.05",NA,NA,"1.5","2.1","1.667","2.1","1.667","2.1","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/18/2003","International","Outdoor","Clay","1st Round","3","Lisnard J.R.","Kratochvil M.","101","85","6","3","6","4","","","","","","","2","0","Completed","1.35","3",NA,NA,"1.4","2.3","","","","","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/18/2003","International","Outdoor","Clay","1st Round","3","Sanguinetti D.","Sargsian S.","87","67","7","5","7","6","","","","","","","2","0","Completed","2.75","1.4",NA,NA,"2.3","1.4","3","1.333","","","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/18/2003","International","Outdoor","Clay","1st Round","3","Sanchez D.","Hipfl M.","57","251","6","1","6","0","","","","","","","2","0","Completed","1.35","3",NA,NA,"1.35","2.5","1.4","2.75","","","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Saretta F.","Sa A.","71","86","6","2","6","2","","","","","","","2","0","Completed","1.28","3.45",NA,NA,"1.25","3","","","1.2","4","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Kohlschreiber P.","Melzer J.","354","89","6","4","0","6","6","2","","","","","2","1","Completed","4","1.22",NA,NA,"3.8","1.15","","","","","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Ancic M.","Dent T.","78","40","2","6","7","6","6","4","","","","","2","1","Completed","2.15","1.65",NA,NA,"1.8","1.7","1.9","1.8","2.2","1.615","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Lee H.T.","Armando H.","60","495","4","6","6","4","6","3","","","","","2","1","Completed","1.45","2.65",NA,NA,"1.4","2.3","","","1.533","2.375","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Hrbaty D.","Horna L.","63","88","6","3","7","5","","","","","","","2","0","Completed","1.68","2.1",NA,NA,"1.65","1.85","1.727","2","1.727","2","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Verkerk M.","Kucera K.","56","48","6","2","6","1","","","","","","","2","0","Completed","1.55","2.35",NA,NA,"1.55","2","1.571","2.25","1.533","2.375","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Roddick A.","Martin A.","6","61","6","1","7","6","","","","","","","2","0","Completed","1.3","3.35",NA,NA,"1.2","3.3","1.286","3.25","1.364","2.875","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Labadze I.","Weinzierl J.","105","342","6","4","4","6","6","4","","","","","2","1","Completed","1.28","3.45",NA,NA,"1.25","3","","","1.333","3","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Davydenko N.","Beck K.","36","72","6","4","6","2","","","","","","","2","0","Completed","1.25","3.65",NA,NA,"1.25","3","1.286","3.25","1.25","3.5","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Vahaly B.","Carlsen K.","75","68","7","5","5","7","6","3","","","","","2","1","Completed","1.68","2.1",NA,NA,"1.6","1.9","","","1.727","2","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/19/2003","International","Outdoor","Clay","1st Round","3","Krajicek R.","Gambill J.M.","77","38","7","5","3","6","6","3","","","","","2","1","Completed","1.92","1.82",NA,NA,"1.75","1.75","1.833","1.833","1.833","1.833","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/20/2003","International","Outdoor","Clay","1st Round","3","Dupuis A.","Mutis O.","82","80","6","3","6","1","","","","","","","2","0","Completed","1.9","1.85",NA,NA,"1.75","1.75","1.833","1.833","1.833","1.833","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","1st Round","3","Costa A.","Zimonjic N.","9","725","6","7","6","1","6","3","","","","","2","1","Completed","","",NA,NA,"1.1","4.5","","","1.111","6","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Davydenko N.","Lee H.T.","36","60","6","4","6","3","","","","","","","2","0","Completed","1.4","2.8",NA,NA,"1.3","2.7","","","1.364","3","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Verkerk M.","Hrbaty D.","56","63","6","4","7","5","","","","","","","2","0","Completed","1.75","2",NA,NA,"1.5","2.1","","","1.727","2","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Krajicek R.","Vahaly B.","77","75","6","2","2","6","6","3","","","","","2","1","Completed","1.55","2.35",NA,NA,"1.45","2.2","","","1.571","2.25","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Ancic M.","Lisnard J.R.","78","101","6","4","7","5","","","","","","","2","0","Completed","2.4","1.53",NA,NA,"2","1.55","","","2.25","1.571","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Saretta F.","Labadze I.","71","105","6","1","6","1","","","","","","","2","0","Completed","1.33","3.15",NA,NA,"1.2","3.3","1.333","3","1.333","3.25","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Roddick A.","Kohlschreiber P.","6","354","6","3","6","4","","","","","","","2","0","Completed","1.08","6.75",NA,NA,"1.03","5.5","1.1","6","1.1","6.5","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Sanchez D.","Sanguinetti D.","57","87","6","4","6","4","","","","","","","2","0","Completed","1.33","3.15",NA,NA,"1.35","2.5","1.333","3","1.364","3","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/21/2003","International","Outdoor","Clay","2nd Round","3","Dupuis A.","Costa A.","82","9","6","4","2","6","6","2","","","","","2","1","Completed","","",NA,NA,"","","","","","","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/22/2003","International","Outdoor","Clay","Quarterfinals","3","Roddick A.","Krajicek R.","6","77","7","5","6","1","","","","","","","2","0","Completed","1.36","3",NA,NA,"1.35","2.5","1.4","2.75","1.286","3.5","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/22/2003","International","Outdoor","Clay","Quarterfinals","3","Verkerk M.","Saretta F.","56","71","7","6","7","6","","","","","","","2","0","Completed","1.85","1.9",NA,NA,"1.9","1.6","1.8","1.9","2","1.727","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/22/2003","International","Outdoor","Clay","Quarterfinals","3","Sanchez D.","Ancic M.","57","78","6","1","6","4","","","","","","","2","0","Completed","1.36","3",NA,NA,"1.4","2.3","","","1.4","2.75","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/22/2003","International","Outdoor","Clay","Quarterfinals","3","Davydenko N.","Dupuis A.","36","82","7","5","6","1","","","","","","","2","0","Completed","1.55","2.35",NA,NA,"1.4","2.3","1.444","2.625","1.444","2.625","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/23/2003","International","Outdoor","Clay","Semifinals","3","Davydenko N.","Verkerk M.","36","56","7","5","6","1","","","","","","","2","0","Completed","1.68","2.1",NA,NA,"1.55","2","1.615","2.2","1.615","2.2","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/23/2003","International","Outdoor","Clay","Semifinals","3","Roddick A.","Sanchez D.","6","57","6","2","2","0","","","","","","","1","0","Retired","1.42","2.75",NA,NA,"1.4","2.3","1.364","2.875","1.4","2.75","","",NA,NA,NA,NA
"30","St. Polten","Internationaler Raiffeisen Grand Prix","5/24/2003","International","Outdoor","Clay","The Final","3","Roddick A.","Davydenko N.","6","36","6","3","6","2","","","","","","","2","0","Completed","1.5","2.5",NA,NA,"1.55","2","1.444","2.625","1.5","2.5","","",NA,NA,NA,NA
"31","Paris","French Open","5/26/2003","Grand Slam","Outdoor","Clay","1st Round","5","Zabaleta M.","Lopez F.","39","53","6","2","7","6","6","0","","","","","3","0","Completed","1.52","2.45",NA,NA,"1.45","2.2","1.444","2.625","1.5","2.5","","",NA,NA,NA,NA
"31","Paris","French Open","5/26/2003","Grand Slam","Outdoor","Clay","1st Round","5","Hrbaty D.","Srichaphan P.","62","10","6","4","3","6","6","0","7","5","","","3","1","Completed","1.28","3.5",NA,NA,"1.2","3.3","1.286","3.25","1.286","3.5","","",NA,NA,NA,NA
"31","Paris","French Open","5/26/2003","Grand Slam","Outdoor","Clay","1st Round","5","El Aynaoui Y.","Dupuis A.","26","80","6","4","6","4","6","4","","","","","3","0","Completed","1.4","2.8",NA,NA,"1.35","2.5","1.444","2.625","1.444","2.625","","",NA,NA,NA,NA
"31","Paris","French Open","5/26/2003","Grand Slam","Outdoor","Clay","1st Round","5","Schuettler R.","Mamiit C.","11","131","6","1","2","6","6","4","6","2","","","3","1","Completed","1.09","6.5",NA,NA,"1.1","4.5","1.1","6","1.111","6","","",NA,NA,NA,NA
"31","Paris","French Open","5/26/2003","Grand Slam","Outdoor","Clay","1st Round","5","Spadea V.","Labadze I.","32","105","6","1","3","6","5","7","6","4","6","1","3","2","Completed","1.3","3.35",NA,NA,"1.2","3.3","1.333","3","1.333","3.25","","",NA,NA,NA,NA
