"playername","id","Ratings","games","games_won","Hard_Ratings","Hard_games","Hard_games_won","Grass_Ratings","Grass_games","Grass_games_won","Clay_Ratings","Clay_games","Clay_games_won","Carpet_Ratings","Carpet_games","Carpet_games_won","NotHard_Ratings","NotHard_games","NotHard_games_won","Bo3_Ratings","Bo3_games","Bo3_games_won","Bo5_Ratings","Bo5_games","Bo5_games_won"
"tillstrom m",1131,1495.98599244229,31,15,1511.45667438625,21,11,1474.55047029068,2,0,1507.01925243521,8,4,1500,0,0,1481.07119900592,10,4,1525.13386022284,26,14,1462.87220844559,5,1
"timfjord n",1132,1485.42546234492,1,0,1500,0,0,1500,0,0,1486.32849315979,1,0,1500,0,0,1485.93633815433,1,0,1485.92318548771,1,0,1500,0,0
"tipsarevic j",1133,1607.2933195969,449,234,1622.38636091828,269,144,1564.18578286415,60,33,1576.08204858076,98,46,1513.18392303554,22,11,1584.87676143599,180,90,1598.3709430478,355,184,1633.2794453235,94,50
"tkalec m",1134,1487.26556954312,1,0,1500,0,0,1500,0,0,1488.57725421373,1,0,1500,0,0,1488.51312285047,1,0,1487.25328171489,1,0,1500,0,0
"tobon m",1135,1498.16804677279,2,1,1500,0,0,1500,0,0,1500.06674213707,2,1,1500,0,0,1500.02841153771,2,1,1498.48792005081,2,1,1500,0,0
"todero n",1136,1488.57894727362,1,0,1500,0,0,1500,0,0,1488.1243563474,1,0,1500,0,0,1487.02440511659,1,0,1488.4581447844,1,0,1500,0,0
"tomashevich d",1137,1487.83240020639,1,0,1490.54136187308,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.63855370341,1,0,1500,0,0
"tomic b",1138,1694.25772621192,276,142,1675.77962493549,182,97,1607.77791266421,43,24,1499.90489610794,51,21,1500,0,0,1618.37273492021,94,45,1673.00670972554,212,105,1654.6864034457,64,37
"tong m",1139,1488.53339301921,1,0,1486.4682441455,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.58091064217,1,0,1500,0,0
"topic j",1140,1492.29600345342,1,0,1500,0,0,1500,0,0,1492.14325491083,1,0,1500,0,0,1491.33712268073,1,0,1492.47066472752,1,0,1500,0,0
"torebko p",1141,1489.55382072422,1,0,1500,0,0,1500,0,0,1488.51828820106,1,0,1500,0,0,1488.24469682552,1,0,1489.20748486274,1,0,1500,0,0
"tramacchi p",1142,1487.31839103294,1,0,1486.76061256292,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.81971118125,1,0,1500,0,0
"travaglia s",1143,1488.8895069526,1,0,1500,0,0,1500,0,0,1488.66812956308,1,0,1500,0,0,1489.61779379837,1,0,1489.44540600709,1,0,1500,0,0
"traykov i",1144,1499.44561622705,2,1,1500,0,0,1500,0,0,1499.25618958016,2,1,1500,0,0,1498.09376852972,2,1,1499.9080120244,2,1,1500,0,0
"trevisan m",1145,1486.47052337244,1,0,1500,0,0,1500,0,0,1487.2635093253,1,0,1500,0,0,1486.13863314458,1,0,1486.91214145019,1,0,1500,0,0
"trifu g",1146,1458.0011635139,8,2,1500,0,0,1475.88649878002,2,0,1481.98609728881,6,2,1500,0,0,1456.95719578554,8,2,1457.82628757425,8,2,1500,0,0
"trimmel c",1147,1479.56343068997,2,0,1500,0,0,1500,0,0,1479.21522613043,2,0,1500,0,0,1479.14149028635,2,0,1479.5757000899,2,0,1500,0,0
"trinker b",1148,1505.17379269202,3,1,1500,0,0,1500,0,0,1506.3015126694,3,1,1500,0,0,1505.81260174219,3,1,1505.28156755605,3,1,1500,0,0
"troicki v",1149,1710.14061490922,438,233,1671.58133310874,273,148,1586.65457898791,50,28,1620.69151749425,103,51,1518.05477893107,12,6,1648.09490510855,165,85,1685.03291041609,365,190,1640.83299321622,73,43
"trongcharoenchaikul w",1150,1490.77840199309,1,0,1490.71472736689,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.28185787296,1,0,1500,0,0
"trujillo g",1151,1506.54668002995,2,1,1500,0,0,1500,0,0,1508.291123297,2,1,1500,0,0,1507.75237082757,2,1,1506.03002902777,2,1,1500,0,0
"trungelliti m",1152,1501.06038598551,10,4,1497.90644330677,3,1,1500,0,0,1498.21552735889,7,3,1500,0,0,1499.68150080197,7,3,1478.07594605092,6,2,1512.30120935795,4,2
"trusendi w",1153,1486.94084374307,1,0,1500,0,0,1500,0,0,1485.38543031198,1,0,1500,0,0,1486.39210151727,1,0,1486.80450116915,1,0,1500,0,0
"tsonga j w",1154,1929.6228896896,534,363,1872.20337636113,354,244,1730.07455393775,57,41,1761.34585265785,105,66,1590.81907108988,18,12,1813.90892077066,180,119,1865.02701103435,391,255,1866.28792593982,143,108
"tuksar s",1155,1455.34114915909,7,1,1485.81544501885,1,0,1500,0,0,1466.68293893496,6,1,1500,0,0,1465.12966889233,6,1,1467.47259495997,5,1,1479.11029638886,2,0
"tursunov d",1156,1565.81269691735,424,219,1583.91297980674,267,144,1553.03830106875,63,37,1503.24168694339,71,28,1476.87061230003,23,10,1532.24086356446,157,75,1592.91337960443,343,181,1466.32913140326,81,38
"tveit e",1157,1491.56604864934,1,0,1500,0,0,1500,0,0,1492.42144116355,1,0,1500,0,0,1491.77526781015,1,0,1489.27170446858,1,0,1500,0,0
"uchiyama y",1158,1483.79945743398,2,0,1481.62691160681,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1482.86225588954,2,0,1500,0,0
"udomchoke d",1159,1349.4361512846,69,17,1356.22145876709,49,12,1446.57113418007,16,5,1464.28925754464,4,0,1500,0,0,1426.32970956802,20,5,1343.31331543708,55,13,1465.66074228893,14,4
"uebel l",1160,1496.82943915837,1,0,1500,0,0,1487.81856465441,1,0,1500,0,0,1500,0,0,1497.23987698988,1,0,1496.96978137367,1,0,1500,0,0
"ulihrach b",1161,1457.89015196607,191,86,1536.64335739036,89,43,1447.12340055854,10,2,1442.36469997813,76,34,1473.4630998236,16,7,1410.28270184025,102,43,1455.44194589954,165,79,1426.68874930818,26,7
"ullyett k",1162,1462.07816215663,7,2,1461.45495234338,7,2,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1462.49726102715,5,1,1500,2,1
"ungur a",1163,1405.35493828158,33,6,1456.10053723574,5,0,1468.06294234074,3,0,1433.13939683737,25,6,1500,0,0,1414.36690620821,28,6,1430.34549087633,25,5,1448.47199757226,8,1
"uppal v",1164,1485.08306131825,1,0,1485.5209667282,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1485.51531893953,1,0,1500,0,0
"urban f",1165,1475.35682626692,2,0,1500,0,0,1500,0,0,1473.12199775065,2,0,1500,0,0,1474.27964379124,2,0,1475.86653170195,2,0,1500,0,0
"vacek d",1166,1388.47194976748,29,6,1420.80532315729,23,6,1482.89498086892,2,0,1452.46239729828,4,0,1500,0,0,1438.04811962268,6,0,1393.90709790042,24,5,1472.10739701483,5,1
"vacek j",1167,1446.63841659068,88,30,1365.33437234507,44,12,1518.74421518684,29,14,1447.65323783475,15,4,1500,0,0,1506.71556364816,44,18,1454.09702577493,73,26,1445.65310952178,15,4
"vagnozzi s",1168,1494.95785998237,11,4,1500,0,0,1500,0,0,1492.95004210524,11,4,1500,0,0,1491.20887943205,11,4,1493.31734032905,11,4,1500,0,0
"vahaly b",1169,1399.41991644521,64,21,1417.48154082943,47,17,1463.70103149237,10,3,1448.2151996685,7,1,1500,0,0,1426.87801138956,17,4,1404.2504957429,56,20,1461.31050489151,8,1
"vaisse m",1170,1491.50707689348,1,0,1500,0,0,1500,0,0,1485.10665502378,1,0,1500,0,0,1491.59379894113,1,0,1491.65977670099,1,0,1500,0,0
"vajda i",1171,1478.19932666368,2,0,1500,0,0,1500,0,0,1478.15490292748,2,0,1500,0,0,1477.7128723409,2,0,1479.32609285462,2,0,1500,0,0
"valent r",1172,1491.17279307752,1,0,1489.46788974122,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.90672467788,1,0,1500,0,0
"van d merwe i",1173,1485.68812917924,1,0,1485.69211588783,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.16793693824,1,0,1500,0,0
"van der dium a",1174,1483.77295120374,1,0,1484.84281816003,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1483.4575026173,1,0,1500,0,0
"van der meer n",1175,1490.44654451967,1,0,1500,0,0,1500,0,0,1491.43165725054,1,0,1500,0,0,1489.76223465612,1,0,1490.61648069161,1,0,1500,0,0
"van der merwe i",1176,1523.83392650691,13,7,1506.14127588359,9,5,1501.45970058183,4,2,1500,0,0,1500,0,0,1502.97239795814,4,2,1530.39342690322,12,7,1486.81246672675,1,0
"van gemerden m",1177,1495.71449401327,10,4,1493.95825309868,3,1,1501.76234779421,2,1,1499.23799129038,5,2,1500,0,0,1498.32881059674,7,3,1509.09404667773,6,3,1480.82695161476,4,1
"van lottum j",1178,1402.78916693191,68,20,1410.20938387952,34,8,1462.19307395759,12,4,1461.70607858654,22,8,1500,0,0,1434.26850001871,34,12,1418.63103734275,53,17,1425.90774227585,15,3
"van rijthoven t",1179,1491.82303395192,1,0,1486.64606289706,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.68760907279,1,0,1500,0,0
"van scheppingen d",1180,1445.48408640187,47,16,1465.7507410444,20,7,1459.30739308623,10,3,1467.2339656775,17,6,1500,0,0,1443.07953650107,27,9,1461.80603653548,43,16,1460.06559304377,4,0
"vanek j",1181,1445.62185411383,184,66,1408.6380551265,58,18,1445.42183191785,8,1,1491.87246289358,111,47,1422.75685887425,7,0,1452.85288180567,126,48,1445.15658742267,155,61,1376.25990236037,29,5
"vanni l",1182,1447.09228965689,19,5,1452.42991036784,7,1,1484.59708337923,1,0,1484.04146352311,11,4,1500,0,0,1474.22169342641,12,4,1460.14766095878,17,5,1478.07248936144,2,0
"vardhan v",1183,1480.6572182197,2,0,1478.69998176893,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1479.75461208389,2,0,1500,0,0
"varlet j",1184,1475.56473961187,11,3,1456.5488161017,4,0,1500,0,0,1482.05989047763,4,1,1514.45722371128,3,2,1503.03199481484,7,3,1476.04736370141,7,2,1479.84400905029,4,1
"vasek r",1185,1487.49579726783,1,0,1500,0,0,1500,0,0,1487.33335948028,1,0,1500,0,0,1487.36071422101,1,0,1487.12994468016,1,0,1500,0,0
"vasilevski a",1186,1487.63007121472,1,0,1487.89763114836,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.43144517624,1,0,1500,0,0
"vassallo arguello m",1187,1426.23527240905,126,47,1380.56715741662,26,4,1468.91149894242,7,2,1496.67863382051,93,41,1500,0,0,1490.73031186039,100,43,1435.95793944668,102,39,1448.26077071427,24,8
"vega hernandez d",1188,1487.04043064518,1,0,1500,0,0,1500,0,0,1487.08821035985,1,0,1500,0,0,1487.26823455216,1,0,1486.77261046073,1,0,1500,0,0
"veger f",1189,1490.55368321768,1,0,1486.77213500305,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.2065211453,1,0,1500,0,0
"veic a",1190,1447.61888509893,32,10,1458.26774685048,11,3,1500,0,0,1455.03160858598,18,5,1510.41962907189,3,2,1464.9809696492,21,7,1416.05242596247,27,7,1533.87415341611,5,3
"velotti a",1191,1474.0889903065,3,0,1500,0,0,1500,0,0,1473.0634571574,3,0,1500,0,0,1472.82502430606,3,0,1474.22085975419,3,0,1500,0,0
"vemic d",1192,1491.94228351817,21,9,1477.65773778416,5,1,1501.58823759276,6,3,1509.59143348256,10,5,1500,0,0,1500.63689731976,16,8,1501.36936283265,20,9,1486.11885743406,1,0
"ventura s",1193,1428.15716874513,97,38,1407.71119534154,12,1,1421.76447361663,7,0,1493.34690461836,78,37,1500,0,0,1446.46998955681,85,37,1462.02153384384,86,37,1408.83216281194,11,1
"venus m",1194,1454.97106257512,8,1,1455.72020935709,7,1,1500,0,0,1486.94251661269,1,0,1500,0,0,1487.4826088143,1,0,1451.13319938313,8,1,1500,0,0
"verdasco f",1195,1665.10229109726,776,448,1598.68930485206,372,200,1605.21095436873,74,44,1684.699595485,308,192,1531.70943127169,22,12,1685.77808025994,404,248,1643.5359545175,627,354,1669.64194722282,149,94
"verdasco m",1196,1511.20046839112,2,1,1500,0,0,1500,0,0,1504.793628953,2,1,1500,0,0,1508.44200181645,2,1,1509.92966212399,2,1,1500,0,0
"verkerk m",1197,1495.39606369699,117,54,1456.33147857131,42,15,1470.92872430598,9,3,1540.84628401001,54,28,1557.29055723255,12,8,1518.94138616976,75,39,1488.84332890851,98,44,1529.96999168317,19,10
"veronelli d",1198,1493.89233644646,5,2,1489.83916741541,1,0,1500,0,0,1502.12619741212,4,2,1500,0,0,1503.1630724988,4,2,1492.12827672433,5,2,1500,0,0
"vesely j",1199,1664.85135279363,128,58,1543.96514692664,59,25,1532.74991584576,16,9,1587.31321779921,53,24,1500,0,0,1621.22310118893,69,33,1625.50501656618,105,48,1522.68177458524,23,10
"vicente f",1200,1358.33578508764,248,100,1437.07355974826,83,33,1449.47190942456,15,4,1407.27421082103,142,62,1441.17846774213,8,1,1387.77467524989,165,67,1373.43819859054,206,82,1459.83925799326,42,18
"vicente m",1201,1487.85421147403,1,0,1500,0,0,1500,0,0,1488.25046056234,1,0,1500,0,0,1485.8984945812,1,0,1488.43757138981,1,0,1500,0,0
"vico u",1202,1481.99892493334,7,2,1501.6485793474,4,2,1492.46448352376,1,0,1492.08400949723,1,0,1487.10973685201,1,0,1470.40361851966,3,0,1481.75656162185,7,2,1500,0,0
"vik r",1203,1449.51396258799,55,19,1473.42300227459,21,6,1469.51989434631,5,1,1497.62369664508,20,8,1495.3292481667,9,4,1461.2644178689,34,13,1460.18454230628,48,18,1461.81535870072,7,1
"viloca j a",1204,1504.24237537714,12,6,1506.13287616209,6,3,1500,0,0,1502.13057943772,6,3,1500,0,0,1501.12503110495,6,3,1505.24226379962,12,6,1500,0,0
"vinciguerra a",1205,1503.53653731766,153,73,1494.52258677798,83,42,1465.69699579516,7,2,1499.12452751437,55,24,1530.99108102263,8,5,1503.38504051142,70,31,1495.60637263929,127,61,1490.9339869501,26,12
"vinck c",1206,1377.02948830962,36,10,1435.21065856816,16,4,1499.99648432736,8,4,1439.34047873717,10,2,1474.13742003437,2,0,1415.61128781268,20,6,1373.15844991439,29,7,1488.94240418887,7,3
"viola m",1207,1491.29640057493,13,4,1502.24215170194,6,2,1488.5052305593,1,0,1478.59350360137,6,2,1500,0,0,1469.56148602378,7,2,1487.33796769212,13,4,1500,0,0
"viola mat",1208,1483.50950153308,2,0,1477.84507406775,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1489.14314687015,1,0,1485.2079875006,1,0
"vlasov d",1209,1489.94431257746,1,0,1500,0,0,1500,0,0,1491.39293963992,1,0,1500,0,0,1490.26881774682,1,0,1490.29750657373,1,0,1500,0,0
"vliegen k",1210,1472.50653649059,196,83,1463.71148590061,84,36,1452.98384543025,27,10,1503.62607222447,72,31,1489.48436540215,13,6,1481.54954481028,112,47,1510.73648491995,164,74,1396.39233401687,32,9
"voinea a",1211,1435.48624709994,116,46,1486.71662601704,53,23,1469.90120149317,11,4,1438.09815395967,48,18,1478.81561128495,4,1,1416.81455205489,63,23,1428.06965598592,94,36,1481.97771050663,22,10
"volandri f",1212,1358.84871387432,381,167,1272.36597745757,63,8,1415.57018411744,13,2,1409.29054260396,290,154,1414.60585563828,15,3,1398.71904880692,318,159,1377.9773384038,337,158,1345.5833533019,44,9
"voltchkov v",1213,1472.71118035451,103,45,1500.10110023791,65,31,1488.64655621221,17,8,1432.37615595236,10,1,1490.61235520168,11,5,1435.53095767836,38,14,1478.4676292776,84,37,1480.05782118087,19,8
"vovk s",1214,1487.60121587913,1,0,1487.97091826924,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1487.98121673066,1,0,1500,0,0
"wachiramanowong k",1215,1483.99859635002,3,0,1477.26288880472,3,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1481.24002827805,3,0,1500,0,0
"wagh a",1216,1493.4661643123,1,0,1492.73668065591,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1492.11858553978,1,0,1500,0,0
"walter l",1217,1485.4737384903,1,0,1500,0,0,1485.42615892641,1,0,1500,0,0,1500,0,0,1486.03544065139,1,0,1486.04715413648,1,0,1500,0,0
"wang c",1218,1508.51917265121,2,1,1505.94120966825,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1507.99912044452,2,1,1500,0,0
"wang j",1219,1511.3872211153,21,8,1491.36502686831,7,2,1496.4089493258,10,4,1499.30177904087,4,2,1500,0,0,1510.42855854443,14,6,1480.7537254312,11,4,1514.20253962492,10,4
"wang y",1220,1463.19183120551,4,0,1468.72756294835,3,0,1500,0,0,1490.68387346806,1,0,1500,0,0,1490.05545654565,1,0,1461.65447596328,4,0,1500,0,0
"wang y jr",1221,1486.63081220442,3,1,1485.66751652827,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.6109108472,3,1,1500,0,0
"wang y t",1222,1506.49830216745,40,14,1494.36710352964,25,9,1492.86625639092,12,5,1467.96178167455,3,0,1500,0,0,1478.54251336254,15,5,1491.43704910508,30,11,1478.82063687898,10,3
"warburg s",1223,1492.15004635799,15,5,1478.85634915783,14,5,1489.86863642855,1,0,1500,0,0,1500,0,0,1490.99750431811,1,0,1477.89541190925,10,3,1494.79168915847,5,2
"ward a",1224,1477.46865356925,3,0,1500,0,0,1476.744008181,2,0,1493.32563050384,1,0,1500,0,0,1474.96749716814,3,0,1480.88525265591,2,0,1492.14063074624,1,0
"ward j",1225,1427.11587182709,59,15,1433.14749011904,17,3,1417.48766400661,36,11,1454.32194698654,6,1,1500,0,0,1413.97918155349,42,12,1416.18445465916,45,12,1451.70328231565,14,3
"washington m",1226,1464.95008737499,5,1,1466.22415882437,5,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1465.15549030131,5,1,1500,0,0
"waske a",1227,1442.46122724788,89,27,1412.11245516694,29,8,1439.35174561566,15,4,1460.99444225989,41,14,1480.39375491602,4,1,1449.94894201836,60,19,1457.34236246963,76,25,1416.64803799196,13,2
"wassen r",1228,1466.76874317945,8,2,1499.65100888334,2,1,1488.39731929921,1,0,1474.28586080817,5,1,1500,0,0,1460.97494521915,6,1,1467.41378657995,8,2,1500,0,0
"wawrinka s",1229,1917.87857708341,652,416,1880.10326393728,355,228,1610.5763681303,48,26,1899.67452153801,229,153,1499.63295214333,20,9,1872.24431170344,297,188,1822.05135223105,489,298,1951.4709701414,163,118
"weiner g",1230,1436.10731499569,30,10,1432.75415568498,25,8,1490.56849111197,5,2,1500,0,0,1500,0,0,1487.99179771896,5,2,1439.35553842681,26,9,1475.47742416089,4,1
"weintraub a",1231,1470.39080162894,5,1,1477.0888301523,4,1,1487.05627399953,1,0,1500,0,0,1500,0,0,1486.95765756104,1,0,1464.88427294028,3,0,1504.48801051262,2,1
"weinzierl j",1232,1485.60595154768,1,0,1500,0,0,1500,0,0,1486.99670561306,1,0,1500,0,0,1486.38346785554,1,0,1485.56460478648,1,0,1500,0,0
"wessels l",1233,1504.01224930386,2,1,1500,0,0,1500,0,0,1502.7611071488,2,1,1500,0,0,1501.84552342876,2,1,1504.67158537465,2,1,1500,0,0
"wessels p",1234,1521.01898172464,66,30,1439.01075130099,36,13,1567.17205933142,23,15,1474.80140839488,7,2,1500,0,0,1558.30821139885,30,17,1519.05657006095,55,27,1463.60650775367,11,3
"westerhof b",1235,1487.82833351354,1,0,1500,0,0,1500,0,0,1486.47770909104,1,0,1500,0,0,1486.41506658138,1,0,1488.33784134039,1,0,1500,0,0
"wheaton d",1236,1483.37208288301,4,1,1476.81992904684,2,0,1499.55047029068,2,1,1500,0,0,1500,0,0,1501.77623486336,2,1,1482.91839130946,4,1,1500,0,0
"whitehouse w",1237,1489.60189675415,10,4,1496.59897907745,7,3,1494.78534296338,3,1,1500,0,0,1500,0,0,1491.63360535716,3,1,1487.9370020412,10,4,1500,0,0
"whittington a",1238,1507.91079244909,2,1,1507.08335489575,2,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1507.5295372626,2,1,1500,0,0
"widom t",1239,1524.68508835059,10,5,1519.12696763981,10,5,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1523.02912483764,10,5,1500,0,0
"willems r",1240,1500.90466303186,2,1,1500,0,0,1500,0,0,1500,2,1,1500,0,0,1500,2,1,1500.55231072213,2,1,1500,0,0
"williams r",1241,1462.17131867625,25,7,1464.47031426506,17,4,1480.42438720047,2,0,1501.90154715334,6,3,1500,0,0,1482.85889723093,8,3,1482.23597408266,20,7,1462.4986925615,5,0
"willis m",1242,1512.38971922056,2,1,1500,0,0,1507.80660840537,2,1,1500,0,0,1500,0,0,1506.87804570179,2,1,1500,0,0,1510.85909628378,2,1
"willman d",1243,1490.81303580967,1,0,1489.84446145466,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1490.81031970907,1,0,1500,0,0
"wilson b",1244,1469.04581677331,5,1,1475.62769550189,4,1,1487.5,1,0,1500,0,0,1500,0,0,1487.56189193517,1,0,1477.87571933283,4,1,1489.35820027918,1,0
"wiltschnig h",1245,1473.10274826107,4,1,1500,0,0,1500,0,0,1475.60027306286,4,1,1500,0,0,1474.89446688486,4,1,1472.74738210104,4,1,1500,0,0
"witt a",1246,1485.33285954229,1,0,1500,0,0,1487.5,1,0,1500,0,0,1500,0,0,1486.59834438393,1,0,1485.72465410557,1,0,1500,0,0
"witten j",1247,1481.3586106431,10,2,1491.98158723742,7,2,1492.04947840587,1,0,1476.78366619173,2,0,1500,0,0,1474.62716806053,3,0,1464.66495054966,4,0,1491.88172054284,6,2
"wolmarans f",1248,1490.61772366555,3,1,1489.55962468562,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.47848925789,3,1,1500,0,0
"woodbridge t",1249,1466.56353731896,20,8,1443.14208754419,11,3,1512.76366205911,7,4,1499.55271256477,2,1,1500,0,0,1513.00134669422,9,5,1474.24417709297,13,5,1485.5566284931,7,3
"woodforde m",1250,1462.99433420696,10,3,1468.21621345414,9,3,1487.5,1,0,1500,0,0,1500,0,0,1493.03931360787,1,0,1465.07128526565,7,2,1491.24787646698,3,1
"woodruff c",1251,1458.24818595395,69,29,1491.35062194715,51,24,1481.51202653305,6,2,1430.19998339326,10,2,1499.99887807091,2,1,1434.11139870276,18,5,1436.46978065422,52,20,1516.25979596742,17,9
"wu d",1252,1445.99547459912,17,2,1430.14928917631,17,2,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1465.58423956293,14,2,1461.55811056649,3,0
"xu j c",1253,1485.71362176404,1,0,1486.14712061416,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1486.52108273276,1,0,1500,0,0
"yang t h",1254,1474.51605154047,4,0,1467.71609554835,4,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1472.8054985103,4,0,1500,0,0
"yani m",1255,1447.56537693016,17,4,1437.36969582057,9,1,1521.19188535788,5,3,1462.70948090146,3,0,1500,0,0,1486.14387140246,8,3,1473.19628801749,13,4,1452.60756837,4,0
"yim r",1256,1486.1212138449,2,0,1484.03443961896,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1491.41423792381,1,0,1490.31898778106,1,0
"ymer e",1257,1449.0583402524,24,6,1436.08890584285,8,1,1492.64888740418,1,0,1485.98940428571,15,5,1500,0,0,1481.56065101323,16,5,1472.84209534263,20,6,1450.83949835933,4,0
"ymer m",1258,1504.45238727703,3,1,1498.10569230561,3,1,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1503.01147115642,3,1,1500,0,0
"yoo d",1259,1488.94209514641,1,0,1500,0,0,1500,0,0,1488.69820677785,1,0,1500,0,0,1488.98941517702,1,0,1488.98483721134,1,0,1500,0,0
"yoon y",1260,1490.42085238165,7,3,1497.44390046751,6,3,1489.14061342703,1,0,1500,0,0,1500,0,0,1491.08656964013,1,0,1495.95644590563,6,3,1491.80336369198,1,0
"young d",1261,1620.83057831157,246,96,1599.80041647568,190,79,1449.55763557282,29,10,1437.67099852961,27,7,1500,0,0,1459.30291129551,56,17,1602.79892048037,199,79,1483.95911007264,47,17
"youzhny a",1262,1519.92068680684,5,2,1508.92278536988,5,2,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1517.71226073066,5,2,1500,0,0
"youzhny m",1263,1607.04185984823,813,457,1613.52734362664,419,237,1619.83577538309,97,59,1511.25120412679,236,123,1580.25908846647,61,38,1545.99648827424,394,220,1581.98142515255,654,358,1632.92124958579,159,99
"yu x y",1264,1470.89706773947,2,0,1471.85491227536,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1470.7393172257,2,0,1500,0,0
"zabaleta m",1265,1534.4619833543,297,145,1454.91597697098,102,40,1445.18944161515,5,0,1594.00971224015,185,104,1465.24539823863,5,1,1570.33457174269,195,105,1596.07814583192,255,128,1435.61396701762,42,17
"zampieri c",1266,1494.84246060057,3,1,1500,0,0,1500,0,0,1496.65058050749,3,1,1500,0,0,1494.37424408915,3,1,1496.57731152402,3,1,1500,0,0
"zayed m s",1267,1495.46030445088,2,0,1495.03391726143,2,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1494.74555040305,2,0,1500,0,0
"zayid m s",1268,1494.16474092451,1,0,1493.05323554451,1,0,1500,0,0,1500,0,0,1500,0,0,1500,0,0,1492.64758895908,1,0,1500,0,0
"zeballos h",1269,1504.2888215073,152,57,1500.47211315362,60,22,1422.57858322992,9,1,1474.90733398928,83,34,1500,0,0,1438.38196156779,92,35,1509.85212626627,131,52,1418.98607637898,21,5
