"Players","Ratings","games","Hard_Ratings","Hard_games","Grass_Ratings","Grass_games","Clay_Ratings","Clay_games","Carpet_Ratings","Carpet_games","Nationality","Handed","CountryCode","Continent"
"Chela J.",1521.72493888905,5,1500,0,1500,0,1516.70184963403,5,1500,0,"ARG","R",11,8
"Pashanski B.",1446.95878621375,70,1492.17056779759,16,1473.09784691148,3,1445.72788857168,51,1500,0,"SRB","R",194,5
"Ventura S.",1432.54215259565,97,1419.6391334994,12,1434.21572178369,7,1493.81382606349,78,1500,0,"ESP","R",64,5
"Vagnozzi S.",1492.58463620778,11,1500,0,1500,0,1492.2185922163,11,1500,0,"ITA","R",99,5
"Guzman J.P.",1442.56884053561,21,1488.4324848192,3,1489.15415409283,1,1457.00878026039,17,1500,0,"ARG","U",11,8
"Koellerer D.",1465.83112636916,52,1496.47420824828,18,1457.48642741548,4,1479.38611111842,30,1500,0,"AUT","R",17,5
"Haehnel J.",1446.39550660338,23,1518.94116828268,10,1471.82458899656,3,1444.03290927746,10,1500,0,"FRA","R",70,5
"Jeanpierre J.",1517.32695701434,5,1504.72928763054,2,1500,0,1508.09670506973,3,1500,0,"FRA","R",70,5
"Garcia-Lopez G.",1545.48147631586,363,1505.9542667822,172,1529.62898641174,37,1570.27427993349,154,1500,0,"ESP","R",64,5
"Starace P.",1502.54999967567,316,1405.95361496962,79,1418.60252908774,12,1553.70412154512,225,1500,0,"ITA","R",99,5
"Falla A.",1552.7867763039,167,1507.80074039366,104,1472.04305454306,27,1487.11067551282,36,1500,0,"SUD","R",182,2
"Chiudinelli M.",1525.39135685431,98,1497.50458712358,71,1472.9026889109,9,1490.9630725153,18,1500,0,"SUI","R",198,5
"Seppi A.",1735.95112208325,383,1617.59443378996,176,1569.28245681526,49,1692.53877542319,158,1500,0,"ITA","R",99,5
"Marray J.",1475.87223504819,12,1491.2713550143,1,1478.58244664881,11,1500,0,1500,0,"GBR","R",76,5
"Whitehouse W.",1490.28831990211,10,1496.44625706156,7,1494.85532712403,3,1500,0,1500,0,"RSA","L",4,2
"Lu Y.H.",1553.98666823288,192,1498.28888775441,140,1514.28793660737,41,1436.44684248445,11,1500,0,"CHN","U",42,4
"Ancic I.",1520.54550019507,3,1500,0,1514.64628730064,3,1500,0,1500,0,"CRO","R",97,5
"Flanagan I.",1519.73119540501,3,1500,0,1516.17754846822,3,1500,0,1500,0,"GBR","U",76,5
"Bracciali D.",1494.46997464277,67,1452.74478358889,30,1510.41077136024,14,1507.69336434919,23,1500,0,"ITA","R",99,5
"Pescosolido S.",1467.33950284032,7,1494.66609282888,1,1491.60291046482,3,1474.96781417074,3,1500,0,"ITA","R",99,5
"Hilton M.",1482.49842435044,5,1500,0,1470.76882749352,5,1500,0,1500,0,"GBR","L",76,5
"Verdasco M.",1508.43849683739,2,1500,0,1500,0,1503.55977897424,2,1500,0,"ESP","U",64,5
"Vassallo-Arguello M.",1432.43795348255,125,1399.11204323959,25,1473.35997428102,7,1493.45047955933,93,1500,0,"ARG","R",11,8
"Beck A.",1484.30016373867,89,1483.32241199029,32,1513.52072770611,14,1468.57299826472,43,1500,0,"USA","U",222,6
"Schukin Y.",1495.77161425666,31,1442.88770347403,6,1500,0,1533.98876871695,25,1500,0,"KAZ","R",111,4
"Minar I.",1478.82284273642,94,1522.66031143923,42,1449.78556813512,13,1448.18166502324,39,1500,0,"CZE","R",58,5
"Serra F.",1495.19665617839,270,1473.81327426882,141,1442.80498482303,26,1530.41305490934,103,1500,0,"ESP","U",64,5
"Kubot L.",1562.64114593979,151,1490.16576401771,68,1516.10152514423,14,1557.87406785608,69,1500,0,"POL","R",170,5
"Baghdatis M.",1699.6390238414,355,1690.13391958425,247,1593.09351888539,51,1512.17550341075,57,1500,0,"CYP","U",57,5
"Tsonga J.W.",1866.53495786463,317,1813.78594016082,228,1676.17725257867,37,1670.24419681733,52,1500,0,"FRA","R",70,5
"Lu H.",1503.82938826302,2,1503.09758906545,2,1500,0,1500,0,1500,0,"ESP","U",64,5
"Djokovic N.",2191.83429752801,536,2121.72243529201,341,1748.41862581852,55,1960.1189031038,140,1500,0,"SRB","R",194,5
"Boeker M.",1487.161265435,5,1488.978138251,4,1500,0,1493.87586922102,1,1500,0,"USA","R",222,6
"Roger-Vasselin E.",1511.26363012107,86,1483.48040702699,42,1496.53209281812,18,1490.0047155084,26,1500,0,"FRA","R",70,5
"Zhu B.Q.",1469.49584877813,5,1473.16877873106,5,1500,0,1500,0,1500,0,"KAZ","R",111,4
"van Gemerden M.",1495.08836981745,10,1494.97901137559,3,1501.23474506872,2,1498.21350310516,5,1500,0,"NED","R",96,5
"Wang Y.T.",1495.36593172167,40,1489.68394481686,25,1492.45230843096,12,1472.86503265326,3,1500,0,"CHN","U",42,4
"Monfils G.",1797.76828177095,364,1785.84550124517,225,1563.72432806207,32,1699.22343174472,107,1500,0,"FRA","R",70,5
"Ryderstedt M.",1485.61334196333,20,1499.12660550688,12,1500,0,1487.99196121693,8,1500,0,"SWE","L",181,5
"Vico U.",1492.1803791904,6,1500.97530792413,4,1493.41259625364,1,1493.01972686785,1,1500,0,"ITA","R",99,5
"Reynolds B.",1426.26279020714,93,1408.48495490323,70,1443.61354592883,15,1492.63246670971,8,1500,0,"USA","R",222,6
"Healey N.",1477.2319397636,18,1472.02214135703,15,1499.79228858098,2,1493.00477364462,1,1500,0,"AUS","R",16,7
"Widom T.",1519.97598413654,10,1514.47064483952,10,1500,0,1500,0,1500,0,"USA","R",222,6
"Sun P.",1467.47359714158,5,1468.53395308742,5,1500,0,1500,0,1500,0,"CHN","U",42,4
"Gabashvili T.",1467.42639858687,165,1431.78532319397,91,1464.94453178763,14,1475.14553532759,60,1500,0,"RUS","R",180,5
"Simon G.",1764.26763427335,412,1727.70073120151,235,1538.29580175737,34,1703.83603746317,143,1500,0,"FRA","U",70,5
"Luczak A.",1515.8489714741,1,1500,0,1500,0,1515.69818234118,1,1500,0,"AUS","R",16,7
"Navarro-Pastor I.",1461.81223183361,99,1429.46125777724,24,1473.63560413123,17,1475.7663083244,58,1500,0,"ESP","U",64,5
"Fogues F.",1498.94345147203,3,1500,0,1500,0,1495.59565944723,3,1500,0,"ESP","L",64,5
"Mertinak M.",1459.88005465848,14,1500,0,1483.83501839901,6,1472.38398943844,8,1500,0,"SVK","R",200,5
"Vik R.",1452.48496155626,46,1473.1839355582,21,1474.25131858269,5,1496.5545939071,20,1500,0,"SVK","U",200,5
"Dlouhy L.",1429.54956675018,57,1424.96662696513,18,1473.14624082418,7,1472.93416325625,32,1500,0,"CZE","R",58,5
"Murray A.",2021.11338082577,451,1976.74497950614,313,1767.05447867959,64,1740.37889078318,74,1500,0,"USA","U",222,6
"Rettenmaier T.",1505.41903676037,4,1501.3458737746,2,1501.35976428761,2,1500,0,1500,0,"USA","R",222,6
"di Mauro A.",1418.19774484828,49,1485.33562368953,4,1488.72836755185,3,1416.85632936018,42,1500,0,"ITA","R",99,5
"Sherwood D.",1504.00326785578,2,1500,0,1500.26763206699,2,1500,0,1500,0,"GBR","R",76,5
"Bozoljac I.",1470.92650750065,19,1465.87525536698,6,1491.43529652461,8,1497.07569823616,5,1500,0,"SRB","R",194,5
"Chadaj A.",1500.70199374242,2,1500,0,1500,0,1501.38264054961,2,1500,0,"POL","L",170,5
"Jenkins S.",1454.04137133787,20,1450.85645717629,13,1500.31634695483,2,1489.87831030467,5,1500,0,"USA","R",222,6
"Ram A.",1442.04161278018,9,1443.26074810249,8,1490.25701997637,1,1500,0,1500,0,"ESP","L",64,5
"Capdeville P.",1407.041337197,100,1454.2025109698,54,1450.02124789011,9,1434.12343197281,37,1500,0,"FRA","U",70,5
"Lammer M.",1476.16712129625,19,1501.38211730368,11,1500,0,1452.71836324523,8,1500,0,"SUI","R",198,5
"Wang Y. Jr",1499.52588017224,2,1498.88168734781,2,1500,0,1500,0,1500,0,"CHN","U",42,4
"Matsui T.",1511.14888894462,4,1507.56163313933,4,1500,0,1500,0,1500,0,"JPN","R",108,4
"Gremelmayr D.",1464.25945639491,83,1444.63409688164,45,1448.6434806976,10,1519.52737171247,28,1500,0,"GER","L",59,5
"Aldi F.",1456.07069386942,8,1500,0,1500,0,1458.05121199049,8,1500,0,"BOL","U",32,8
"Karanusic R.",1404.02050571048,42,1397.58388564047,23,1486.03641054435,10,1457.08460900889,9,1500,0,"CRO","R",97,5
"Eitzinger R.",1494.34759520044,9,1493.48507603092,3,1500,0,1492.94056285115,6,1500,0,"AUT","R",17,5
"Berrer M.",1517.42888208247,180,1508.37298347675,124,1452.79528257518,20,1460.91353112791,36,1500,0,"GER","L",59,5
"Bopanna R.",1459.69696260882,20,1436.84981283023,13,1497.60874550344,7,1500,0,1500,0,"IND","R",101,4
"Faurel J.C.",1473.88022840953,9,1489.44722371761,6,1488.96011454366,1,1480.28928997521,2,1500,0,"FRA","R",70,5
"Greul S.",1517.75192075328,112,1477.80876836501,51,1477.1831902052,9,1488.01649233518,52,1500,0,"GER","R",59,5
"Gimeno-Traver D.",1487.21851463087,139,1431.65979174503,34,1453.5752875357,10,1508.19651216672,95,1500,0,"ESP","R",64,5
"Marcaccio G.",1497.11759466736,5,1489.63472940368,1,1500,0,1508.15478385618,4,1500,0,"ARG","R",11,8
"Del Potro J.M.",1990.96196319316,320,1913.35418150282,225,1590.21508150919,26,1800.56200565893,69,1500,0,"ARG","R",11,8
"Aguilar J.",1481.1706129337,5,1500,0,1500,0,1480.17337538374,5,1500,0,"BOL","R",32,8
"Korolev E.",1516.71386537037,147,1562.83342532839,84,1437.90276051619,12,1479.90920011382,51,1500,0,"KAZ","R",111,4
"Warburg S.",1489.81365291245,15,1480.98408512865,14,1491.3359009779,1,1500,0,1500,0,"USA","R",222,6
"Wilson B.",1473.01248930644,5,1479.54612702958,4,1489.7,1,1500,0,1500,0,"","U",1,1
"Ghem A.",1492.48335896816,3,1500,0,1500,0,1496.1600559047,3,1500,0,"BRA","R",19,8
"Meffert D.",1492.82830614552,13,1492.6714836149,7,1494.14798151133,3,1496.45212856163,3,1500,0,"GER","R",59,5
"Klec I.",1478.73477042073,7,1485.49750170938,4,1500,0,1492.23003826297,3,1500,0,"SVK","R",200,5
"Al Ghareeb M.",1476.62866200101,7,1478.31179314865,6,1500,0,1494.06339290816,1,1500,0,"KUW","U",118,4
"Querry S.",1476.52058080541,7,1473.82618840318,5,1500.86627992094,2,1500,0,1500,0,NA,NA,NA,NA
"Berlocq C.",1527.35298499565,160,1454.67339310793,44,1448.19894520954,12,1561.39616723192,104,1500,0,"ARG","R",11,8
"Balleret B.",1509.43223613991,8,1497.36184421153,3,1500,0,1504.34113059523,5,1500,0,"MON","R",131,5
"Saoudi S.",1491.90547607977,5,1488.74305735254,1,1500,0,1499.94143931798,4,1500,0,"ALG","L",8,2
"Tahiri M.",1455.87999563137,7,1500,0,1500,0,1454.81714131108,7,1500,0,"MAR","R",145,2
"Chardy J.",1644.74878346854,202,1582.4248453347,99,1482.15844568442,18,1597.94777800733,85,1500,0,"FRA","R",70,5
"Gil F.",1543.06720664111,115,1511.47413428546,40,1451.69319072364,8,1538.19249795864,67,1500,0,"ESP","U",64,5
"Kindlmann D.",1452.27546622086,12,1480.69085010458,5,1500,0,1456.21448233025,7,1500,0,"GER","R",59,5
"Montcourt M.",1498.68940848586,15,1474.8710516398,4,1500,0,1506.9726222668,11,1500,0,"FRA","R",70,5
"Zverev M.",1423.50660283767,141,1458.38992366014,73,1467.91176322012,27,1413.51040860895,41,1500,0,"GER","L",59,5
"Kunitsyn I.",1435.41878534591,201,1448.04932180085,135,1437.08247527433,37,1439.95475062201,29,1500,0,"RUS","R",180,5
"Becker B.",1553.60608418923,219,1513.40317654044,153,1566.91082488717,42,1424.01517913474,24,1500,0,"USA","U",222,6
"Bloomfield R.",1461.99897206198,16,1482.19976459309,2,1462.23082126429,14,1500,0,1500,0,"GBR","R",76,5
"Cilic M.",1816.73693149352,314,1732.20130339452,185,1620.88403405161,35,1702.7024831347,94,1500,0,"CRO","U",97,5
"Alves T.",1432.40020870648,30,1454.84254566581,15,1490.48795087905,5,1454.47846054441,10,1500,0,"BRA","R",19,8
"De Bakker T.",1518.13462084701,78,1486.0363849831,43,1490.16147966911,10,1530.75145966919,25,1500,0,"NED","R",96,5
"Fognini F.",1591.19678467018,227,1470.80836063545,77,1514.48220923449,16,1561.34159874068,134,1500,0,"ITA","R",99,5
"Querrey S.",1787.36469516154,298,1743.87456249104,212,1615.12566133677,43,1499.65539087271,43,1500,0,"USA","R",222,6
"Junqueira D.",1424.36069944063,43,1484.58278152947,8,1491.78288239857,1,1424.48435735379,34,1500,0,"ARG","L",11,8
"Hartfield D.",1474.36120718896,41,1469.93487101937,7,1478.04245436545,2,1506.81128687986,32,1500,0,"ARG","R",11,8
"Haider-Mauer A.",1498.88138481537,3,1496.55167941741,1,1500,0,1499.44980405372,2,1500,0,"AUT","R",17,5
"Oudsema S.",1483.69683384711,5,1491.99764794053,4,1490.92894011276,1,1500,0,1500,0,"USA","R",222,6
"Ianni S.",1503.23516688262,2,1500,0,1500,0,1501.73978401267,2,1500,0,"GRE","U",85,5
"Przysiezny M.",1378.94349660491,32,1411.65280183219,13,1487.34745798886,3,1443.90859463101,16,1500,0,"POL","R",170,5
"King P.",1440.13068239107,9,1437.16090280757,9,1500,0,1500,0,1500,0,"NZL","U",162,7
"Sweeting R.",1549.42277845206,88,1488.04153073138,64,1477.96673032418,10,1533.53484353777,14,1500,0,"USA","R",222,6
"Stoppini A.",1487.69523194899,11,1496.89125729147,9,1500,0,1484.21408665051,2,1500,0,"ITA","R",99,5
"Hajek J.",1427.68370952418,69,1383.63544832669,34,1476.17304721553,3,1491.11790486583,32,1500,0,"CZE","R",58,5
"Gregorc L.",1525.7892045143,13,1519.54455228653,12,1490.67159992894,1,1500,0,1500,0,"SLO","R",201,5
"Crivoi V.",1432.69491459616,40,1464.69749424579,9,1485.82394609318,3,1447.11395311625,28,1500,0,"ROU","R",178,5
"Ledovskikh M.",1456.13356383099,13,1480.16727497135,8,1467.39216205578,5,1500,0,1500,0,"RUS","R",180,5
"Auckland J.",1515.09370033445,3,1514.8079143787,3,1500,0,1500,0,1500,0,"GBR","R",76,5
" Hajek J.",1504.0610498685,2,1500,0,1500,0,1502.9701384698,2,1500,0,"CZE","R",58,5
"Naso G.",1454.32964472535,13,1500,0,1500,0,1446.98008990064,13,1500,0,"ITA","R",99,5
"Clemens T.",1513.38930227801,3,1510.06250291274,3,1500,0,1500,0,1500,0,"GER","R",59,5
"Troicki V.",1628.00953414226,256,1610.77577268164,170,1542.07158670116,28,1560.15160654746,58,1500,0,"SRB","R",194,5
"Robredo R.",1513.406995582,3,1509.84371599136,3,1500,0,1500,0,1500,0,"ESP","R",64,5
"Jones A.",1461.64905282824,11,1450.8183913391,11,1500,0,1500,0,1500,0,"USA","",222,6
"Rastogi K.",1478.62229109033,5,1477.90358044279,5,1500,0,1500,0,1500,0,"IND","R",101,4
"Sela D.",1512.09961526137,158,1502.00609263865,111,1506.0262043467,26,1438.48636729312,21,1500,0,"ISR","R",107,4
"Smeets R.",1462.94566151372,9,1462.15414903225,8,1500,0,1493.52136199752,1,1500,0,"AUS","L",16,7
"Kuznetsov A.",1434.70284792432,26,1412.25848983995,19,1491.62859915813,5,1498.23057921637,2,1500,0,"RUS","U",180,5
"Levine J.",1479.27289643536,73,1434.66773293331,50,1495.55779612212,19,1480.91910184501,4,1500,0,"CAN","L",39,6
"Haase R.",1563.05286530076,153,1476.53917614229,79,1459.86997081346,18,1614.88202537115,56,1500,0,"NED","R",96,5
"Bolelli S.",1533.07798702703,143,1434.63794588591,58,1529.02728576539,17,1529.02025707319,68,1500,0,"ITA","R",99,5
"Granollers M.",1692.90430408353,214,1633.7355476283,83,1478.93461616432,16,1632.10286829953,115,1500,0,"ESP","R",64,5
"Andujar P.",1506.74324068633,146,1431.47048560375,45,1427.52307232381,8,1592.66403409483,93,1500,0,"ESP","R",64,5
"Gensse A.",1492.7007913131,4,1494.88736571604,1,1500,0,1495.83915808004,3,1500,0,"FRA","R",70,5
"Stepanek M.",1509.17758966418,2,1500,0,1500,0,1504.68068888712,2,1500,0,"CZE","R",58,5
"Lorenzi P.",1466.34144503258,50,1454.25899564694,22,1479.50454894351,7,1475.97485073759,21,1500,0,"ITA","R",99,5
"Brands D.",1486.34127246494,75,1484.44375416421,33,1513.20254191676,9,1443.14918521746,33,1500,0,"GER","R",59,5
"Bachinger M.",1459.21707993307,48,1420.37617828906,23,1464.9193865054,6,1513.66099724735,19,1500,0,"GER","R",59,5
"Summerer T.",1454.84258262183,9,1488.27288052207,2,1492.43764589189,1,1468.26553557941,6,1500,0,"GER","R",59,5
"Economidis K.",1423.7338711405,12,1447.58224889358,6,1472.50204458997,3,1496.39446165513,3,1500,0,"GRE","R",85,5
"Gulbis E.",1593.21543895785,214,1572.03656720557,138,1467.38522348469,16,1549.45224312024,60,1500,0,"LAT","R",128,5
"Recouderc L.",1448.59850597139,15,1449.47594690583,8,1500,0,1484.22900728454,7,1500,0,"FRA","R",70,5
"Brzezicki J.P.",1456.2252418239,23,1470.73224593352,3,1500,0,1480.33597812075,20,1500,0,"ARG","R",11,8
"Cipolla F.",1509.44485498238,90,1509.64323926871,49,1455.33990785046,7,1463.83687819145,34,1500,0,"ITA","R",99,5
"Qureshi A.",1502.748056049,10,1489.93323183602,1,1502.17737560886,9,1500,0,1500,0,"PAK","R",165,4
"Stadler S.",1503.88633731901,16,1496.40512132018,8,1488.89022100189,8,1500,0,1500,0,"GER","L",59,5
"Baker J.",1437.32466093111,17,1493.77362780491,1,1431.07088682586,16,1500,0,1500,0,"FRA","U",70,5
"Guccione A.",1493.76059217638,3,1500,0,1496.71238259083,2,1489.20559815068,1,1500,0,"AUS","U",16,7
"Darcis S.",1616.92791808389,123,1580.58236706127,61,1523.85010265167,18,1514.26516011127,44,1500,0,"BEL","R",22,5
"Nishikori K.",1771.53723552185,156,1730.16509122004,110,1517.32343364698,20,1574.94301308978,26,1500,0,"JPN","R",108,4
"Riba P.",1442.23553932451,66,1434.60080922603,16,1469.00026420807,3,1476.62892351301,47,1500,0,"ESP","R",64,5
"Klizan M.",1590.08035906811,37,1554.85866234284,20,1489.86863367174,3,1500.34615626796,14,1500,0,"SVK","L",200,5
"Isner J.",1801.23228024361,253,1779.8097377325,193,1570.68611992038,21,1551.90968357204,39,1500,0,"CZE","U",58,5
"Odesnik W.",1546.5730596418,87,1480.90610081089,55,1468.81836424638,3,1566.46695394527,29,1500,0,"USA","L",222,6
"Young D.",1444.59513754475,120,1471.6836324707,94,1442.29413322906,14,1417.06140982911,12,1500,0,"AUS","",16,7
"Lindahl N.",1457.53360790128,9,1459.86431889882,8,1500,0,1490.61611960876,1,1500,0,"AUS","R",16,7
"fnisk",1513.88003444418,1,1512.12517055072,1,1500,0,1500,0,1500,0,NA,NA,NA,NA
"Prpic F.",1459.22662156526,10,1490.91975935751,5,1500,0,1454.81598313166,5,1500,0,"SWE","R",181,5
"Zovko L.",1477.43060017168,5,1491.45811620608,3,1500,0,1483.79649112142,2,1500,0,"CRO","R",97,5
"Kudryavtsev A.",1499.09105788818,10,1505.29148566561,8,1490.96683580498,1,1489.04656168024,1,1500,0,"UKR","U",220,5
"Istomin D.",1568.54446053977,176,1548.32442515561,110,1551.86717784399,30,1445.59007420005,36,1500,0,"UZB","R",223,4
"Cuevas P.",1585.54223363763,119,1523.15306877835,37,1496.36766518166,2,1560.35489710106,80,1500,0,"URU","R",221,8
"Marrero D.",1471.67294344928,9,1500,0,1500,0,1473.53686929459,9,1500,0,"ESP","R",64,5
"Schwank E.",1503.22038762805,97,1458.48590212755,27,1451.33733396646,8,1527.87912946458,62,1500,0,"ARG","R",11,8
"Decoud S.",1518.19307474655,8,1500,0,1490.67923543031,1,1529.69484150945,7,1500,0,"ARG","L",11,8
"Bellucci T.",1649.18516042291,195,1519.75797203811,86,1506.67210891653,10,1678.01763128694,99,1500,0,"BRA","L",19,8
"Anderson K.",1679.5728980687,178,1660.56562588296,124,1502.58857172788,22,1533.35108348608,32,1500,0,"RSA","R",4,2
"Giraldo S.",1621.53519382702,146,1565.89123398914,75,1479.4601612806,14,1564.87280222815,57,1500,0,"COL","R",45,8
"Sousa J.",1501.92016187848,11,1500,0,1500,0,1493.31852644091,11,1500,0,"POR","R",171,5
"Machado R.",1394.84809556029,45,1439.1230604001,11,1489.67052785826,1,1430.90964155944,33,1500,0,"BRA","U",19,8
"Harrison R.",1603.87652554678,89,1557.48099762562,60,1534.90290804608,18,1485.12659162476,11,1500,0,"HKG","U",93,4
"Trujillo G.",1505.48247785286,2,1500,0,1500,0,1506.34729812809,2,1500,0,"ESP","R",64,5
"Kukushkin M.",1543.38805856226,84,1541.48355599926,51,1468.87724251102,6,1498.33407080185,27,1500,0,"KAZ","R",111,4
"Del Potro J.",1518.61063139109,3,1500,0,1500,0,1515.03543009326,3,1500,0,"ARG","R",11,8
"Sidorenko A.",1492.64324102992,10,1494.26837931477,3,1500,0,1498.46600213059,7,1500,0,"FRA","R",70,5
"Ouahab L.",1477.45755109129,8,1481.48349927834,2,1500,0,1487.98112226853,6,1500,0,"ALG","R",8,2
"Kavcic B.",1454.86592111172,57,1486.96618618636,21,1444.15380503307,6,1477.8711130869,30,1500,0,"SLO","R",201,5
"Lopez-Jaen M.A.",1505.29836154856,3,1500,0,1500,0,1502.42483543244,3,1500,0,"ESP","R",64,5
"Gonzalez M.",1438.96514693874,62,1450.28380187083,11,1466.53650166639,4,1485.50165348061,47,1500,0,"ESP","U",64,5
"Dell'Acqua M.",1478.99378608134,6,1482.03664539627,2,1500.09245634602,2,1486.71955247986,2,1500,0,"ITA","R",99,5
"Groth S.",1495.51783815748,5,1494.198614312,1,1497.10063215556,4,1500,0,1500,0,"AUS","R",16,7
"Eaton C.",1502.979186059,2,1500,0,1502.11775954331,2,1500,0,1500,0,"AUS","U",16,7
"Eleskovic E.",1470.84596939263,10,1464.85284531446,4,1500,0,1497.08779259368,6,1500,0,"SWE","R",181,5
"Bohli S.",1423.12218308407,15,1436.74720541175,9,1500,0,1467.91627785402,6,1500,0,"SUI","R",198,5
"Evans B.",1456.01514764543,21,1425.40058631045,14,1510.01062364498,7,1500,0,1500,0,"USA","U",222,6
"Qureshi A.U.H.",1484.78998121713,5,1478.47078186975,3,1501.07070175184,2,1500,0,1500,0,"PAK","R",165,4
"Rosol L.",1567.15208871526,60,1467.49791443107,30,1534.89085344124,6,1524.90291698338,24,1500,0,"CZE","R",58,5
"Dabul B.",1462.34851689276,42,1482.97780351368,15,1492.36955035683,7,1463.67237227493,20,1500,0,"ARG","L",11,8
"Huta Galung J.",1458.62428699583,19,1476.84309480143,10,1476.13760022141,5,1482.43288377101,4,1500,0,"NED","R",96,5
"Jun W.S.",1462.02260695746,7,1480.71414689985,5,1489.08337102266,1,1489.21054029279,1,1500,0,"SWE","U",181,5
"Mayer L.",1560.76825146186,102,1476.24078852283,51,1469.4829844081,12,1572.44364582004,39,1500,0,"ARG","R",11,8
"Devvarman S.",1527.78029816705,75,1528.1253583422,56,1487.75881012422,8,1488.74496308219,11,1500,0,NA,NA,NA,NA
"Golubev A.",1488.4749252129,100,1502.15349628923,63,1441.75913876439,9,1479.81431672086,28,1500,0,"KAZ","R",111,4
"De Heart R.",1503.05930858459,3,1502.02531004377,3,1500,0,1500,0,1500,0,"USA","L",222,6
"Cruciat A.",1489.45013939692,3,1500,0,1500,0,1491.44091282815,3,1500,0,"ROU","R",178,5
"Scherrer J.C.",1472.45044485359,5,1489.53929953797,3,1478.90202715595,2,1500,0,1500,0,"SUI","R",198,5
"Soeda G.",1478.46656873744,54,1475.91539928073,40,1465.50265632327,11,1471.44892274137,3,1500,0,"JPN","R",108,4
"Jouan R.",1494.51480086292,5,1493.50257159335,4,1500,0,1494.20681116255,1,1500,0,"FRA","R",70,5
"Mannarino A.",1486.19188951513,63,1473.84049741192,43,1512.45549587091,8,1453.1664218168,12,1500,0,"FRA","L",70,5
"De Voest R.",1443.44470885472,27,1447.36318744866,21,1467.82101802269,6,1500,0,1500,0,"RSA","R",4,2
"Slanar M.",1494.01154213795,3,1492.80777212848,3,1500,0,1500,0,1500,0,"AUT","R",17,5
"Stakhovsky S.",1545.08479207496,164,1551.77849062117,104,1494.29260345173,18,1480.8904905311,42,1500,0,"UKR","R",220,5
"Tomic B.",1598.31099622214,87,1597.20349089838,57,1505.44947676956,11,1485.04596798374,19,1500,0,"AUS","R",16,7
"Klein B.",1497.68526842474,6,1490.71385231571,4,1500.78237017771,2,1500,0,1500,0,"AUT","U",17,5
"De Chaunac S.",1521.71139913667,10,1519.29952325226,10,1500,0,1500,0,1500,0,"FRA","R",70,5
"Klaasen R.",1501.52538778785,8,1489.82055420023,5,1510.99663003429,3,1500,0,1500,0,"RSA","R",4,2
"Van der Merwe I.",1490.58925305802,3,1500.17997649489,2,1489.9552137738,1,1500,0,1500,0,"RSA","R",4,2
"Dimitrov G.",1659.010871377,95,1568.3064339356,52,1523.29819722531,21,1543.17553531916,22,1500,0,"BUL","R",37,5
"Ferreiro F.",1490.33089923345,6,1500,0,1500,0,1490.7997073884,6,1500,0,"BRA","R",19,8
"Ouanna J.",1512.69031528742,20,1487.88240869483,10,1500,0,1495.8980792832,10,1500,0,"FRA","R",70,5
"Rufin G.",1506.77818034501,22,1507.94126275491,11,1500.46222398826,2,1473.70418398486,9,1500,0,"FRA","R",70,5
"Lacko L.",1529.51186212153,84,1514.47894337822,59,1508.40169415814,15,1449.34959432041,10,1500,0,"SVK","R",200,5
"Ward J.",1489.65505134852,26,1465.95188471821,4,1481.48797738552,21,1489.7,1,1500,0,"USA","U",222,6
"Goodall J.",1431.78569380674,12,1490.95863167592,1,1429.89694534073,11,1500,0,1500,0,"GBR","R",76,5
"Ball C.",1490.41612538669,20,1510.12556991012,16,1479.14244556468,2,1482.17921601125,2,1500,0,"SUI","U",198,5
"Polansky P.",1460.24369218543,15,1468.28373738434,12,1500,0,1474.11262615552,3,1500,0,"CAN","R",39,6
"Ilhan M.",1456.19845601031,38,1432.19450726601,27,1498.94441936722,4,1486.49299135248,7,1500,0,"TUR","R",215,4
"Witten J.",1479.97576297555,10,1490.88762132997,7,1492.92527957999,1,1480.4751659883,2,1500,0,"USA","R",222,6
"Zeballos H.",1473.03264571122,72,1448.94791965665,29,1477.94671824951,4,1494.73932192031,39,1500,0,"ARG","L",11,8
"Copil M.",1504.70836005887,12,1506.02155096769,5,1500,0,1493.03720776964,7,1500,0,"ROU","R",178,5
"Zeng S.X.",1481.49687921115,6,1474.50937067006,6,1500,0,1500,0,1500,0,"CHN","U",42,4
"Marchenko I.",1509.85631602165,59,1505.40994738553,45,1488.51593777031,9,1478.86651304882,5,1500,0,"UKR","R",220,5
"Guez D.",1457.18368732214,13,1464.48158155716,10,1500,0,1477.85623544276,3,1500,0,"USA","U",222,6
"Dolgopolov O.",1710.1534947824,172,1671.30452147113,106,1492.54586001465,13,1620.23564603696,53,1500,0,"UKR","R",220,5
"Elgin M.",1470.49189477239,6,1465.80320349588,6,1500,0,1500,0,1500,0,"RUS","R",180,5
"Serra F. ",1500,2,1500,2,1500,0,1500,0,1500,0,"ESP","U",64,5
"Seppi A. ",1500,2,1500,2,1500,0,1500,0,1500,0,"ITA","R",99,5
"Federer R. ",1530.9,5,1530.9,5,1500,0,1500,0,1500,0,"SUI","R",198,5
"Stepanek R. ",1520.6,4,1520.6,4,1500,0,1500,0,1500,0,"CZE","R",58,5
"Hernych J. ",1500,2,1500,2,1500,0,1500,0,1500,0,"CZE","R",58,5
"Chiudinelli M. ",1520.6,4,1520.6,4,1500,0,1500,0,1500,0,"SUI","R",198,5
