"result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9","result.10","result.11","result.12","result.13","result.14","result.15","result.16","result.17","result.18","result.19","result.20","result.21","result.22","result.23","result.24","result.25","result.26","result.27","result.28","result.29","result.30","result.31","result.32","result.33","result.34","result.35","result.36","result.37","result.38","result.39","result.40","result.41","result.42","result.43","result.44"
0.525575333848411,0.525535807814296,0.525498531951384,0.525463558705267,0.525430939560516,0.525400724927453,0.52537296402943,0.52534770470176,0.525324993637608,0.525304875749601,0.525287394417155,0.525272591298015,0.525260506231598,0.525251177147328,0.525244639978594,0.525240928582999,0.525240074575403,0.525242107543193,0.525247054704994,0.525254940975971,0.525265788984435,0.525279618793566,0.525296448145433,0.525316292360281,0.525339164335918,0.525365074557355,0.52539403111672,0.525426039743386,0.525461103844206,0.525499224553633,0.525540400719041,0.525584629266473,0.52563190483502,0.525682220157899,0.525735565994386,0.525791931586458,0.525851304236946,0.525913669777076,0.525979012599393,0.526047315783695,0.526118561227563,0.526192729780927,0.526269801384118,0.526349755208881
0.525395736929303,0.5253613205691,0.525329220674651,0.525299488241454,0.525272173430024,0.525247324925499,0.525224990177327,0.52520521520335,0.525188044483538,0.525173520856914,0.525161685422303,0.525152577443597,0.525146234260177,0.52514269110757,0.525141981326153,0.525144135908347,0.525149184010072,0.52515715204234,0.525168064284248,0.525181942659154,0.52519880670728,0.525218673568046,0.525241557972356,0.525267472244993,0.525296426317202,0.525328427749456,0.525363481764344,0.525401591214029,0.525442756933392,0.525486977352753,0.525534248778328,0.525584565753558,0.525637920615162,0.525694303942554,0.525753704572845,0.525816109710638,0.525881505043936,0.5259498748656,0.526021202199791,0.526095468932821,0.526172655947866,0.526252743263002,0.526335710172051,0.526421535387738
0.525241053914941,0.525211627527767,0.525184580901938,0.5251599636816,0.525137824276974,0.525118209754483,0.525101165728936,0.525086736258432,0.525074963742606,0.525065888729891,0.525059550202694,0.525055984830189,0.525055227537394,0.525057311083383,0.525062266134586,0.525070120960183,0.525080901645799,0.525094631959336,0.52511133331674,0.52513102475723,0.52515372292825,0.525179442080376,0.525208194072281,0.525239988385837,0.525274832075157,0.52531273010549,0.525353684944258,0.52539769682697,0.525444764106728,0.525494882787815,0.525548046965572,0.525604248826625,0.525663478745992,0.52572572539126,0.525790975833256,0.52585921566267,0.525930429112053,0.526004599182636,0.526081707775394,0.526161735825831,0.526244663441941,0.526330470044843,0.526419134511606,0.526510635319791
0.525108831485259,0.525084284802262,0.525062178446415,0.525042560546495,0.525025477869261,0.525010975712492,0.524999097704943,0.524989886087759,0.524983381047623,0.524979620805548,0.524978642133034,0.524980479462085,0.524985165043805,0.52499272905275,0.525003199437811,0.525016601872284,0.525032959712702,0.525052293966819,0.525074623271089,0.525099963877864,0.52512832965253,0.525159732003886,0.52519418020755,0.525231680975447,0.525272238705734,0.525315855818718,0.525362532267782,0.525412265967518,0.525465052777775,0.525520886586455,0.525579759400217,0.525641661442614,0.525706581259121,0.525774505828522,0.525845420680085,0.525919310015972,0.525996156838327,0.526075943080473,0.526158649741706,0.526244257025136,0.526332744478087,0.526424091134575,0.526518275659391,0.526615276493358
0.52499692865431,0.524977160535775,0.524959890791413,0.524945165866836,0.524933031011769,0.524923529602133,0.524916703223519,0.524912592178425,0.524911234583907,0.524912666520811,0.524916922124607,0.524924033422931,0.524934030271169,0.52494694029594,0.524962788846982,0.524981598957831,0.525003391315713,0.525028184240911,0.525055993675886,0.525086833106066,0.525120713880813,0.525157644673657,0.525197632189516,0.525240680575656,0.525286791836145,0.525335965798518,0.525388200180706,0.525443490666656,0.5255018309902,0.52556321302672,0.525627626892099,0.525695061048441,0.525765502416007,0.525838936490821,0.525915347467379,0.525994718365919,0.526077031163686,0.52616226692968,0.526250405962344,0.526341427929719,0.52643531201156,0.526532037042975,0.526631581659132,0.52673392444062
0.52490347297473,0.524888390940542,0.52487586297068,0.524865933755342,0.524858646975689,0.524854043933843,0.524852164612019,0.524853046833302,0.524856726546683,0.524863237657907,0.524872611959016,0.524884879065339,0.524900066360453,0.524918198949585,0.524939299621862,0.52496338882179,0.52499048455166,0.525020602675574,0.525053756358476,0.525089956759106,0.525129212418091,0.52517152965717,0.525216912527485,0.525265362859348,0.525316880321301,0.525371462488138,0.5254291049175,0.525489801234621,0.52555354322475,0.52562032093275,0.525690122769351,0.525762935623509,0.525838744980322,0.525917535043958,0.525999288865019,0.526083988471825,0.526171615005071,0.526262148855345,0.526355569803009,0.526451857159971,0.526550989912882,0.526652946867317,0.526757706792519,0.526865248566296
0.524826823278633,0.524816342832453,0.52480846990738,0.524803247763,0.524800717770118,0.524800919588576,0.524803890987553,0.524809667762863,0.524818283660634,0.524829770307947,0.524844157150999,0.524861471401279,0.524881737990237,0.524904979454041,0.524931216220587,0.52496046602829,0.524992744603675,0.525028065027202,0.525066438116144,0.525107872353853,0.525152373921366,0.52519994673871,0.525250592515707,0.525304310811978,0.525361099105836,0.52542095287165,0.525483865665281,0.525549829217083,0.525618833532004,0.525690866996229,0.525765916489853,0.525843967505008,0.525925004268914,0.526009009871296,0.526095966395621,0.526185855053633,0.526278656322682,0.526374350085327,0.52647291577076,0.526574332497576,0.526678579217457,0.526785634859332,0.526895478473607,0.527008089376051
0.524765537400435,0.524759581763416,0.524756284952677,0.524755688361615,0.524757831573375,0.52476275227307,0.524770486165841,0.524781066901364,0.524794526005391,0.524810892818849,0.524830194445013,0.52485245562535,0.524877698928538,0.524905944623021,0.524937210416083,0.524971511740849,0.52500886166627,0.525049270909947,0.525092747860857,0.525139298611872,0.525188927001939,0.525241634667679,0.525297421104137,0.525356283734325,0.525418217987188,0.525483217383541,0.525551273629511,0.525622376716989,0.525696515030551,0.525773675460327,0.525853843520265,0.525937003471229,0.526023138448402,0.52611223059244,0.526204261183861,0.526299210780154,0.52639705935511,0.526497786439895,0.52660137126542,0.52670779290554,0.526817030420673,0.526929063001404,0.527043870111678,0.527161431631164
0.524718345451706,0.524716844307449,0.524718051212147,0.524722005727014,0.524728745508826,0.524738306228587,0.52475072149668,0.524766022795108,0.524784239337477,0.524805398241117,0.524829524383445,0.524856640121217,0.524886765560424,0.524919918447196,0.524956114161683,0.524995365721782,0.525037683796724,0.525083076730537,0.525131550575261,0.525183109133774,0.525237754011983,0.525295484680113,0.525356298542738,0.525420191017154,0.525487155619677,0.525557184059376,0.525630266338748,0.525706390860813,0.525785544542087,0.525867712930883,0.525952880330406,0.526041029926087,0.526132143916612,0.526226203648138,0.526323189751168,0.526423082279603,0.526525860851481,0.526631504790947,0.526739993271007,0.526851305456631,0.526965420647787,0.527082318421984,0.527201978775919,0.527324382265817
0.524684125674561,0.524687014860929,0.524692659276914,0.524701096601541,0.524712362523025,0.52472649066441,0.524743512435634,0.524763457200181,0.524786352123466,0.524812221879553,0.524841088916618,0.524872973337667,0.524907892885312,0.524945862936255,0.524986896505571,0.52503100426086,0.525078194546219,0.525128473415946,0.525181844677808,0.525238309945638,0.525297868700984,0.525360518363438,0.525426254369279,0.525495070257979,0.525566957766091,0.525641906928041,0.525719906183284,0.52580094248929,0.525885001439818,0.525972067387941,0.526062123573254,0.526155152252752,0.52625113483484,0.526350052015969,0.5264518839194,0.52655661023561,0.526664210363892,0.526774663554677,0.526887949052168,0.527004046236835,0.527122934767372,0.527244594721692,0.527369006736547,0.527496152145347
